New column,New column (1)
prigánjati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prigánjati -am nedov. (ȃ) \n1. delati, povzročati, da se kdo hitreje giblje, premika: voznik priganja vole; priganjati konja v tek; priganjati z bičem, s palico / hodila sta tako počasi, da ju je moral priganjati\n2. nav. ekspr. delati, povzročati, da mora biti kdo bolj aktiven: starši ga opominjajo in priganjajo, pa nič ne pomaga; stal jim je zmeraj za petami in jih priganjal; drug drugega priganjajo / razmere nas priganjajo\n // zahtevati, poskušati doseči, da kdo hitreje dela: nadzornik jih neprestano priganja; če jih ne bi priganjal, bi delo ne bilo opravljeno; priganjati pri delu\n // z besedami, navadno ostrimi, poskušati doseči, da bi kdo kaj storil, delal: priganjati otroke k delu, učenju; izpij, potem pa greva, ga je priganjal / priganjati koga v posteljo naganjati\n● ekspr. čas nas že spet priganja morali bomo hiteti; ekspr. košnja nas priganja treba bo začeti kositi; nar. vzhodno oče je bil pri plugu, sin pa je priganjal (krave) poganjal, vodil; redko priganjati lovcem divjad goniti\npriganjáje: priganjaje živino, je pripeljal na vrh klanca\npriganjajóč -a -e: žvižgal si je, priganjajoč konje z bičem; slišali so se priganjajoči glasovi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prigrájati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prigrájati -am dov. (ā) nar. gorenjsko prignusiti, pristuditi: prigrajal mu ga je, da ga ni želel več videti; tudi ta jed se mu je prigrajala \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prigrníti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prigrníti in prigŕniti -em dov. (ī ŕ) nar. osuti: prigrniti krompir / prigrniti zemljo prisuti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
príklet,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n príklet tudi priklét -a m (ī; ẹ̑) nar. vzhodno veža: stopiti v priklet; pogovarjati se v prikletu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
príklet,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n príklet -i tudi priklét -í ž, daj., mest. ed. príkleti tudi prikléti (ī; ẹ̑) nar. vzhodno veža: vhod je bil neposredno od zunaj ali pa iz prikleti; v prikleti so zaškripala vrata \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
príkleten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n príkleten tudi prikléten -tna -o prid. (ī; ẹ̑) nar. vzhodno vežen: zaklenila je prikletna vrata in odšla \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prikòp,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prikòp in príkop -ópa m (ȍ ọ́; í ọ́) nar. plitev jarek na vsakem koncu zorane njive: Živina si je v brazdi trikrat oddihovala, preden je prišla od prikopa do prikopa (I. Koprivec) \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prikopáti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prikopáti -kópljem tudi -ám dov., prikôplji prikopljíte tudi prikôpaj prikopájte; prikôpal (á ọ́, ȃ) \n1. s kopanjem priti: prikopati do ceste\n2. nar. s kopanjem urediti konce njive: potolkli so kepe in prikopali; zaradi naglice so slabo prikopali\n● nar. prikopal mu je dve klofuti dal\nprikopáti se \n1. s kopanjem priti skozi kaj ovirajočega: zasuti rudarji so se prikopali iz jame / prikopati se izpod snega\n // ekspr. s težavo priti: četa z ranjenci se je prikopala v vas na pobočju / viseč na vrvi, se je z nihanjem prikopal do police s ponesrečencem\n2. ekspr. s prizadevanjem, trudom priti do česa: prikopati se do denarja, oblasti, resnice / po petih letih se je prikopal do tretjega razreda\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prikrivíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prikrivíti -ím dov., prikrívil; prikrívljen (ī í) narediti na koncu nekoliko ukrivljeno: prikriviti žeblje; čopič se prikrivi\nprikrivíti se nar. sključen priti: že zgodaj zjutraj se je prikrivil s polnim košem suhljadi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
príličen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n príličen -čna -o prid. (í) \n1. knjiž. primeren, ustrezen: iskal je priličen izraz; za sestajanje priličen prostor\n2. ekspr. precej velik, precejšen: tako sodi priličen del naše kritike; privarčevala sta prilično vsoto denarja\n● zastar. živi od priličnega zaslužka priložnostnega; nar. ta motika je zelo prilična za okopavanje pripravna\nprílično \n1. prislov od priličen: prilično zaslužiti; v prilično kratkem času so dokončali hišo / v povedni rabi kdaj bi bilo prilično, da vas obiščem\n2. približno, skoraj: okus obeh sadežev je prilično isti / vrt je prilično urejen še kar\n● zastar. prilično mi boš to povedal ob priliki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prilomíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prilomíti -lómim dov. (ī ọ́) ekspr. prilomastiti: srnjak prilomi skozi gosto grmovje\nprilomíti se nar. opotekajoče se priti: pijan se je pozno prilomil domov; ob palici se je prilomila na prag\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
primáka,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n primáka -e ž (ȃ) \n1. nar. padavine, zlasti dež: zemlja je potrebna primake; spomladanska primaka\n2. nar. pijača: z jedjo in primako se je hitro okrepil; plačati za primako\n3. zastar. omaka: primaka k zajcu\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
primákati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n primákati -am nedov. (ȃ) nar. \n1. brezoseb. deževati: spomladi je vedno primakalo / lepo raste, ravno prav primaka\n2. piti (alkoholno) pijačo: možje so obilno jedli in zraven krepko primakali\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
primázati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n primázati -mážem dov., primázala in primazála (á ȃ) \n1. dodatno, zraven namazati: tu pa tam je os še malo primazal / kruh je suh, primaži ga namaži\n2. pog. udariti: primazal ga je z bičem; primazal ga je z roko okrog ušes\n● pog. odgovori, če ne ti eno primažem te udarim; pog. primazala mu je klofuto in odšla dala mu je klofuto; žarg., šol. učitelj mu je primazal nezadostno mu je dal negativno oceno; pog. sodnik mu je primazal dva tedna obsodil ga je na dva tedna zapora\nprimázan -a -o: iz jeze primazana klofuta\n● nar. pod nos primazani brki prilepljeni\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
primočíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n primočíti -móčim dov. (ī ọ́) nar. narediti kaj mokro, navadno z vodo: spomladi je dež obilno primočil / brezoseb. dobro bi bilo, če bi ajdi malo primočilo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
primúzati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n primúzati -am dov. (ū) nar. prikimati: nič ni rekel, le primuzal je, da se strinja / primuzati z glavo\nprimúzati se naskrivaj, neopazno priti: otrok se je primuzal v hišo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
priprášati se,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n priprášati se tudi priprašáti se -am se dov., tudi priprášala se (á á á) nar. z vpraševanjem priti kam: spraševal je in se končno priprašal do hiše \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
priprávljati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n priprávljati -am nedov., stil. pripravljájte; stil. pripravljála (á) \n1. s širokim pomenskim obsegom delati, da kaj ima vse potrebno, je v primernem stanju za kak namen: pripravljati letalo za let; pripravljati stanovanje za vselitev / pripravljati tekmovalce na tekmo; pripravljati se na izpit, za izpit; le kaj se toliko časa pripravlja za v gledališče / pripravlja se, da odpre lastno delavnico\n // delati, da prihaja kaj na določeno mesto za kak namen: med klepetanjem so pripravljali zvezke in svinčnike; mati mu je pripravljala obleko na stol\n2. s širokim pomenskim obsegom z določenim namenom delati, da kaj nastaja: pripravljati drva, steljo; slikar si je sam pripravljal barve / pripravljati kosilo / pripravljati načrt, reportažo; svoj zagovor je skrbno pripravljal\n3. delati vse potrebno za nastop, uresničitev česa: zaporniki so pripravljali beg; obisk so skrbno pripravljali\n // z dejavnostjo zavestno delati, da se kaj uresničuje: pripravljati demonstracije; v gledališču pripravljajo novo predstavo; pripravljati ustanovitev novega društva / zmeraj so jim pripravljali prijetne družabne večere\n4. delati, da pride kdo v primerno duševno stanje pred nastopom česa: pripravljati koga na žalostno novico; dolgo ga je pripravljal, da ga ne bi odločitev preveč prizadela\n5. delati, da prihaja kdo v stanje, kot ga določa samostalnik: otrok jo pripravlja v smeh, v dobro voljo; kar naprej nas pripravljajo v strah\n6. ekspr., v zvezi z ob delati, povzročati, da kdo česa nima več: pripravljati koga ob dobro ime; pripravljati koga ob pamet\npriprávljati se \n1. kazati znake za kako dejanje: petelin se je pripravljal, da bi zapel; ura se pripravlja, da bo bila / nar. krava se pripravlja kaže znake, da bo rodila, povrgla\n // izraža pojavljanje okoliščin za nastop česa: nevihta se pripravlja; brezoseb. zunaj se je pripravljalo k dežju\n2. z glagolskim samostalnikom, navadno v zvezi s k izraža duševno usmerjenost osebka k uresničitvi kakega dejanja: že dlje časa se pripravlja k pisanju, učenju / pripravlja se, da bi začel pospravljati\n● ekspr. pripravlja se kot bolni iz postelje zelo se obotavlja\npripravljajóč -a -e: pripravljajoč večerjo, je govorila s sosedo; podpirati pripravljajoči se sporazum\npriprávljan -a -o: dolgo pripravljana televizijska oddaja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
pripustíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n pripustíti -ím dov., pripústil (ī í) \n1. knjiž. spustiti, pustiti: kdo ga je pripustil v sobo / k skledi ni pripustil nobenega drugega psa / pripustiti koga k izpitu dovoliti mu, da ga dela\n2. star. dopustiti: pripustil je, da je vino odteklo / mogoče je pa le res, je pripustil oče / da bi se zaradi takih stvari prepirali, ni nikoli pripustil dovolil\n● star. pripustiti komu kako delo prepustiti; nar. pripustiti tele (h kravi) spustiti, dati ga h kravi, da sesa\n♦ vet. krava, svinja je že pripustila je že dobila mleko v vime v končnem obdobju brejosti; krava pri molži pripusti naredi, povzroči, da doteka mleko iz mlečne žleze v vime; pripustiti samico (k samcu) pripeljati samico k samcu zaradi oploditve\npripuščèn -êna -o: ne biti pripuščen k maturi; pripuščena telica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
príroč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n príroč -a m (í) nar. vzhodno ročaj, držaj: priroč lonca \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prisekljív,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prisekljív -a -o prid. (ī í) nar. piker, zbadljiv: prisekljiv človek / prisekljive besede\nprisekljívo prisl.: prisekljivo odgovoriti, zavrniti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
priskakováti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n priskakováti -újem nedov. (á ȗ) s skoki se približevati določenemu kraju, stvari: priskakovati in odskakovati\npriskakováje \n1. deležnik od priskakovati: priskakovaje se bližati\n2. nar. priložnostno ob drugem delu: ves dan je delala na polju, kuhala pa je priskakovaje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prismúkniti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prismúkniti -em dov. (ú ȗ) ekspr. neslišno, neopazno priti: miška je prismuknila in odgriznila sir\n● nar. mislil ga je prismukniti, pa se je izmaknil udariti\nprismúkniti se nar. priliznjeno se stisniti: otrok se je prismuknil k materi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
pristája,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n pristája -e ž (ȃ) nar. severozahodno hlev z drugimi prostori za začasno bivanje živine pred dokončnim odhodom na planino: oditi z živino v pristaje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
pristopíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n pristopíti in pristópiti -im dov. (ī ọ́ ọ̑) \n1. stopiti h komu: pristopila je in mu skušala pomagati; pristopil je, da bi ga vprašal; hitro, tiho pristopiti; pristopiti od strani, od zadaj / pristopil je k mizi, oknu stopil; ves nesrečen je pristopil k njemu\n♦ alp. pristopiti na vrh priti, priplezati nanj po kaki poti ali plezalni smeri\n2. postati član česa: pristopiti k napredni stranki; pristopiti k zadrugi / pristopil je k partizanom šel je\n3. publ., v zvezi s k lotiti se česa, začeti kaj: resno je pristopil k delu; pristopiti h gradnji / pristopil je k vprašanju začel ga je reševati\n● nar. če ne boste zmogli sami, bomo pa še mi pristopili prišli pomagat\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prístrah,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prístrah -a m (í) nar. koroško strah, bojazen: v njem je oživel pristrah pred kačo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
pristujèn,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n pristujèn -êna -o prid. (ȅ é) nar. neprijeten, zoprn: to so pristujeni in vase zaprti ljudje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
pristujênost,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n pristujênost -i ž (é) nar. neprijetnost, zoprnost: to dela iz dolgočasja in pristujenosti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prišárati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n prišárati -am dov. (ā ȃ) nar. dolenjsko \n1. privleči, pririniti: prišarati košaro v sobo\n2. pridrsati: izza vogala je prišarala starka; počasi je prišaral v vežo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
priškŕniti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n priškŕniti -em dov., tudi priškrníla (ŕ) nav. ekspr. \n1. nekoliko odvzeti: ko meri blago na pultu, ga mimogrede priškrne kak centimeter / nekaj gnoja so priškrnili tudi za travnike\n // nekoliko zmanjšati: priškrniti komu plačo / priškrnila je luč\n2. prikrajšati, oškodovati: priškrniti koga pri zaslužku / v novih razmerah so ga precej priškrnili\n3. pripreti, pritisniti: priškrnil mu je nogo; priškrniti si prst\n● nar. vzhodno priškrnila je stenj privila; ekspr. ker je to storil že drugič, so ga ostreje priškrnili kaznovali, prijeli\npriškŕnjen -a -o: priškrnjen med vrati; priškrnjene pravice\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
