New column,New column (1)
naprêsti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n naprêsti -prêdem in naprésti -prédem dov., stil. naprèl naprêla in napréla (é; ẹ́) \n1. s predenjem priti do določene količine preje: danes je le malo napredla; napresti vreteno preje\n // spresti: pajki so povsod napredli mreže; pren. dobro misel si napredel\n2. ekspr., z dajalnikom povzročiti neprijetnosti, težave z neprimernim vedenjem ali ravnanjem: kolegi so mu napredli burko; pog. grdo mu jo je napredla\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; naprêsti -prêdem in naprésti -prédem dov., stil. naprèl naprêla in napréla (é; ẹ́) \n1. s predenjem priti do določene količine preje: danes je le malo napredla; napresti vreteno preje\n // spresti: pajki so povsod napredli mreže; pren. dobro misel si napredel\n2. ekspr., z dajalnikom povzročiti neprijetnosti, težave z neprimernim vedenjem ali ravnanjem: kolegi so mu napredli burko; pog. grdo mu jo je napredla\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
napréšati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n napréšati -am dov. (ẹ́) pog. s stiskanjem priti do določene količine mošta: naprešati pet sodov vina; letos so veliko naprešali \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; napréšati -am dov. (ẹ́) pog. s stiskanjem priti do določene količine mošta: naprešati pet sodov vina; letos so veliko naprešali \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
napródaj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n napródaj in na pródaj prisl. (ọ̑) navadno v povedni rabi izraža, da je kaj namenjeno za prodajo: hiša je naprodaj; imeti posestvo naprodaj / gnati kravo naprodaj prodat; prinesti pridelke naprodaj / star. nabirati gobe, sekati drva za naprodaj za prodajo\n● pog., ekspr. nositi glavo, kožo naprodaj izpostavljati se smrtnim nevarnostim \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; napródaj in na pródaj prisl. (ọ̑) navadno v povedni rabi izraža, da je kaj namenjeno za prodajo: hiša je naprodaj; imeti posestvo naprodaj / gnati kravo naprodaj prodat; prinesti pridelke naprodaj / star. nabirati gobe, sekati drva za naprodaj za prodajo\n● pog., ekspr. nositi glavo, kožo naprodaj izpostavljati se smrtnim nevarnostim \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
napúmpati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n napúmpati -am dov. (ȗ) nižje pog. načrpati: napumpati zrak v zračnico\n● nižje pog. napumpati koga za denar izprositi denar pri kom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; napúmpati -am dov. (ȗ) nižje pog. načrpati: napumpati zrak v zračnico\n● nižje pog. napumpati koga za denar izprositi denar pri kom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
narabútati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n narabútati -am dov. (ȗ) pog. natrgati, nabrati na tujem: jedli so jabolka, ki so jih narabutali v sosedovem sadovnjaku; narabutati nekaj grozdja, repe \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; narabútati -am dov. (ȗ) pog. natrgati, nabrati na tujem: jedli so jabolka, ki so jih narabutali v sosedovem sadovnjaku; narabutati nekaj grozdja, repe \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
narájmati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n narájmati -am dov. (ȃ) nižje pog. najti, zalotiti: če te narajmam pod njenim oknom, bo hudo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; narájmati -am dov. (ȃ) nižje pog. najti, zalotiti: če te narajmam pod njenim oknom, bo hudo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
narávnost,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n narávnost prisl. (á) \n1. izraža gibanje ali položaj v ravni črti brez odmikanja: naravnost iztegnjena roka; na križišču peljite naravnost, ne na desno ne na levo / gledati, svetiti naravnost v oči\n // izraža gibanje ali smer po najkrajši poti in brez postankov: iti naravnost domov / ekspr. drveti naravnost v pogubo; stopati naravnost proti cilju\n // neposredno, direktno: blago dobiva naravnost iz tovarne; pošlji ga naravnost k zdravniku / ekspr. ni mu treba kar naravnost verjeti brez pomišljanja\n2. nav. ekspr. brez prikrivanja, odkrito: spregovori z njim naravnost; vprašaj naravnost, zakaj ne mara priti; kar naravnost povej, da se bojiš / naravnost nas v govoru ni imenoval; tega naravnost ne trdim\n3. izraža odsotnost kakršnekoli omejitve: otrok je priletel naravnost pod kolesa; zadel ga je naravnost v oko\n // pog., ekspr. poudarja trditev: bil si naravnost imeniten; to bi bila naravnost sramota\n // poudarja intenzivnost dejanja; kar: začeli so ga naravnost sovražiti\n● redko ni bila naravnost bolna, zdrava pa tudi ne ravno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; narávnost prisl. (á) \n1. izraža gibanje ali položaj v ravni črti brez odmikanja: naravnost iztegnjena roka; na križišču peljite naravnost, ne na desno ne na levo / gledati, svetiti naravnost v oči\n // izraža gibanje ali smer po najkrajši poti in brez postankov: iti naravnost domov / ekspr. drveti naravnost v pogubo; stopati naravnost proti cilju\n // neposredno, direktno: blago dobiva naravnost iz tovarne; pošlji ga naravnost k zdravniku / ekspr. ni mu treba kar naravnost verjeti brez pomišljanja\n2. nav. ekspr. brez prikrivanja, odkrito: spregovori z njim naravnost; vprašaj naravnost, zakaj ne mara priti; kar naravnost povej, da se bojiš / naravnost nas v govoru ni imenoval; tega naravnost ne trdim\n3. izraža odsotnost kakršnekoli omejitve: otrok je priletel naravnost pod kolesa; zadel ga je naravnost v oko\n // pog., ekspr. poudarja trditev: bil si naravnost imeniten; to bi bila naravnost sramota\n // poudarja intenzivnost dejanja; kar: začeli so ga naravnost sovražiti\n● redko ni bila naravnost bolna, zdrava pa tudi ne ravno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
nárazen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n nárazen in narázen prisl. (ȃ; ȃ) izraža medsebojno ločenost ali ločevanje, ant. skupaj: držati prste, stopala narazen; potegniti zavese narazen; ob strelu so ljudje skočili narazen; hiši stojita precej narazen\n● po nazorih sta si daleč narazen njuni nazori so zelo različni; pog. dajati stroj narazen razstavljati ga (na dele); iti narazen pog. suha klada gre nerada narazen se nerada razkolje; ekspr. v mladosti so bili nerazdružljivi, potem pa so šle njihove poti narazen niso več živeli skupaj; niso bili več v prijateljskih odnosih; pog. po dveh letih zakona sta šla narazen sta se razvezala; lesti narazen pog. blago leze narazen postaja vedno tanjše, se na več mestih trga; ekspr. lica mu lezejo narazen od zadovoljstva poteze obraza kažejo, da je zadovoljen; ekspr. posestvo, premoženje leze narazen se manjša, propada; pog. toliko jé, da kar narazen leze se zelo debeli; pog. spraviti pretepače narazen ločiti, razgnati; pog. živeti narazen ločeno\n♦ lingv. nekatere prislove pišemo skupaj ali narazen \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; nárazen in narázen prisl. (ȃ; ȃ) izraža medsebojno ločenost ali ločevanje, ant. skupaj: držati prste, stopala narazen; potegniti zavese narazen; ob strelu so ljudje skočili narazen; hiši stojita precej narazen\n● po nazorih sta si daleč narazen njuni nazori so zelo različni; pog. dajati stroj narazen razstavljati ga (na dele); iti narazen pog. suha klada gre nerada narazen se nerada razkolje; ekspr. v mladosti so bili nerazdružljivi, potem pa so šle njihove poti narazen niso več živeli skupaj; niso bili več v prijateljskih odnosih; pog. po dveh letih zakona sta šla narazen sta se razvezala; lesti narazen pog. blago leze narazen postaja vedno tanjše, se na več mestih trga; ekspr. lica mu lezejo narazen od zadovoljstva poteze obraza kažejo, da je zadovoljen; ekspr. posestvo, premoženje leze narazen se manjša, propada; pog. toliko jé, da kar narazen leze se zelo debeli; pog. spraviti pretepače narazen ločiti, razgnati; pog. živeti narazen ločeno\n♦ lingv. nekatere prislove pišemo skupaj ali narazen \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
naredíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n naredíti -ím dov., narédil (ī í) \n1. s širokim pomenskim obsegom z delom omogočiti nastanek česa: narediti avtomobilsko cesto, nov stroj; narediti čevlje, obleko; narediti načrt; narediti nalogo napisati; narediti potico speči; pog. narediti kosilo skuhati, pripraviti; narediti kaj z brušenjem, dolbenjem; narediti si hišo zgraditi, sezidati\n // narediti šotor postaviti\n // iz smetane naredijo maslo, iz mleka pa sir pridobijo\n // narediti stopnicam ograjo\n // z določeno aktivnostjo, dejanjem doseči nastanek česa: narediti globoke brazde; narediti črto potegniti; narediti dekletu kodre / narediti ogenj zanetiti; narediti red; star. narediti luč prižgati\n // deroča voda je naredila globoke jame; krogla je naredila vdolbino v zid; narediti vrtince / rože so že naredile popke pognale\n // toča je naredila dosti škode\n // dati čemu kako lastnost, značilnost: narediti deželo neodvisno; narediti rezilo ostro; narediti gradivo za bralce zanimivo / bogastvo je naredilo moža ošabnega; ta misel me je naredila sentimentalnega; življenje me je naredilo takega / narediti komu skrbi, veselje, žalost\n // pog., v zvezi z za izbrati, nameniti za kaj: naredil ga je za dediča / naredili so ga za direktorja izvolili\n2. z aktivnostjo doseči uresničitev kakega\na) opravila, dela: narediti izpit, agrarno reformo; pospravila je, pripravila kosilo in naredila še marsikaj drugega; naredil je vse, kar so mu naložili, zato je lahko prost; ne more vsega sama narediti; narediti kaj dobro, uspešno, temeljito; narediti brez ugovarjanja, z veseljem\nb) dejanja: zamudil je, to je naredil že večkrat; narediti kaj javno, nalašč, naskrivaj; ne zameri mu, saj je naredil iz nepremišljenosti, v jezi / narobe si naredil, da jih nisi povabil / le kaj bi naredil, da voda ne bi več tekla v klet ukrenil; zanima me, kaj bi ti naredil v taki situaciji / v življenju je naredil dosti dobrega; v njegovi odsotnosti so naredili marsikaj nepremišljenega\n // z oslabljenim pomenom, z glagolskim samostalnikom izraža dejanje, kot ga določa samostalnik: narediti gib, korak, kretnjo; narediti izlet v hribe; narediti malo potrebo; narediti požirek / narediti dolg ne plačati denarnih obveznosti\n3. dokončati, končati: kip je delal celo poletje, vendar ga še ni naredil; stvar sem že začel, upam, da jo bom naredil; plačali boste, ko bom naredil\n4. navadno z dajalnikom povzročiti komu zlasti kaj neprijetnega: kaj ti je naredila, da se jeziš nanjo; fant mu je gotovo nekaj naredil; pazi, da si kaj ne narediš / mati se je bala, da se mu ne bi kaj naredilo zgodilo, pripetilo\n // navadno s prislovom z dejanjem pokazati do česa določen odnos: grdo si naredil s knjigami\n● nar. nevesta ni spila vina iz strahu, da ji mati ne bi naredila je ne začarala; ekspr. narediti kariero uspeti; ekspr. narediti konec molku, smehu povzročiti, da preneha molk, smeh; ekspr. narediti križ čez kaj odpovedati se čemu; obupati nad čim; pog., ekspr. kje bi že bil, če seštejem vse metre, ki sem jih danes naredil če pomislim, kako dolgo pot, razdaljo sem prehodil; ekspr. narediti dolg obraz z mimiko na obrazu izraziti razočaranje, žalost; pog. iz fanta je naredil dobrega pevca vzgojil; ekspr. narediti piko na i z majhnim, a pomembnim dejanjem zadevo končati; pog. narediti iz muhe slona močno pretirati; pog. ta zna iz nič narediti je zelo spreten, sposoben, domiseln; pog. že spet je naredil v hlače opravil veliko, malo potrebo v hlače; pog., ekspr. prav, pa narediva na pol plačajva vsak polovico (zneska); obleka naredi človeka kdor se lepo, izbrano oblači, dobi večji ugled, naredi boljši vtis; sveti Matija led razbija, če ga ni, ga pa naredi okoli 24. februarja se vreme navadno spremeni; preg. ena lastovka ne naredi pomladi iz enega primera se ne morejo delati splošni sklepi\n♦ gastr. narediti marinado; kozm. narediti masko; rel. narediti križ; voj. narediti kamuflažo\nnaredíti se \n1. nastati, pojaviti se: bula se mu je naredila na vratu; led se je naredil na ribniku / naredil se je dan zdanilo se je; naredila se je noč, tema / lepo vreme se je naredilo\n // nav. ekspr. postati zelo dober, lep, močen: fant se je naredil; le poglej, kako se je v tem letu naredila\n2. pokazati določeno stanje ali lastnost, ki v resnici ne obstaja: narediti se bolnega, redko bolan; narediti se gluhega, nevidnega, veselega; naredil se je, kakor da spi; naredil se je, kot da misli oditi\n● črno se mi je naredilo pred očmi zaradi slabosti, bolezni se mi je zazdelo, da vidim pred očmi črne lise, ploskve; ekspr. fant se je naredil po očetu postal je tak kot oče; pog. iz vina se je naredil kis vino se je skisalo; pog. vesel sem, da se je tako naredilo končalo, zgodilo; ekspr. le kaj se bo iz tega naredilo nastalo, se razvilo\nnarejèn -êna -o \n1. deležnik od narediti: grad je bil narejen v srednjem veku; narejen iz kamna, lesa; na roke narejen; narejen po predlogi; narejen v romanskem slogu; malomarno, natančno, umetno narejen\n2. ki kaže določeno stanje ali lastnost, ki v resnici ne obstaja: narejen nasmeh; narejena dobrodušnost; odgovoril je z narejeno strogostjo / narejeno vedenje; prisl.: narejeno se nasmehniti; narejeno mirno govoriti; sam.: v njegovem vedenju ni nič narejenega\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; naredíti -ím dov., narédil (ī í) \n1. s širokim pomenskim obsegom z delom omogočiti nastanek česa: narediti avtomobilsko cesto, nov stroj; narediti čevlje, obleko; narediti načrt; narediti nalogo napisati; narediti potico speči; pog. narediti kosilo skuhati, pripraviti; narediti kaj z brušenjem, dolbenjem; narediti si hišo zgraditi, sezidati\n // narediti šotor postaviti\n // iz smetane naredijo maslo, iz mleka pa sir pridobijo\n // narediti stopnicam ograjo\n // z določeno aktivnostjo, dejanjem doseči nastanek česa: narediti globoke brazde; narediti črto potegniti; narediti dekletu kodre / narediti ogenj zanetiti; narediti red; star. narediti luč prižgati\n // deroča voda je naredila globoke jame; krogla je naredila vdolbino v zid; narediti vrtince / rože so že naredile popke pognale\n // toča je naredila dosti škode\n // dati čemu kako lastnost, značilnost: narediti deželo neodvisno; narediti rezilo ostro; narediti gradivo za bralce zanimivo / bogastvo je naredilo moža ošabnega; ta misel me je naredila sentimentalnega; življenje me je naredilo takega / narediti komu skrbi, veselje, žalost\n // pog., v zvezi z za izbrati, nameniti za kaj: naredil ga je za dediča / naredili so ga za direktorja izvolili\n2. z aktivnostjo doseči uresničitev kakega\na) opravila, dela: narediti izpit, agrarno reformo; pospravila je, pripravila kosilo in naredila še marsikaj drugega; naredil je vse, kar so mu naložili, zato je lahko prost; ne more vsega sama narediti; narediti kaj dobro, uspešno, temeljito; narediti brez ugovarjanja, z veseljem\nb) dejanja: zamudil je, to je naredil že večkrat; narediti kaj javno, nalašč, naskrivaj; ne zameri mu, saj je naredil iz nepremišljenosti, v jezi / narobe si naredil, da jih nisi povabil / le kaj bi naredil, da voda ne bi več tekla v klet ukrenil; zanima me, kaj bi ti naredil v taki situaciji / v življenju je naredil dosti dobrega; v njegovi odsotnosti so naredili marsikaj nepremišljenega\n // z oslabljenim pomenom, z glagolskim samostalnikom izraža dejanje, kot ga določa samostalnik: narediti gib, korak, kretnjo; narediti izlet v hribe; narediti malo potrebo; narediti požirek / narediti dolg ne plačati denarnih obveznosti\n3. dokončati, končati: kip je delal celo poletje, vendar ga še ni naredil; stvar sem že začel, upam, da jo bom naredil; plačali boste, ko bom naredil\n4. navadno z dajalnikom povzročiti komu zlasti kaj neprijetnega: kaj ti je naredila, da se jeziš nanjo; fant mu je gotovo nekaj naredil; pazi, da si kaj ne narediš / mati se je bala, da se mu ne bi kaj naredilo zgodilo, pripetilo\n // navadno s prislovom z dejanjem pokazati do česa določen odnos: grdo si naredil s knjigami\n● nar. nevesta ni spila vina iz strahu, da ji mati ne bi naredila je ne začarala; ekspr. narediti kariero uspeti; ekspr. narediti konec molku, smehu povzročiti, da preneha molk, smeh; ekspr. narediti križ čez kaj odpovedati se čemu; obupati nad čim; pog., ekspr. kje bi že bil, če seštejem vse metre, ki sem jih danes naredil če pomislim, kako dolgo pot, razdaljo sem prehodil; ekspr. narediti dolg obraz z mimiko na obrazu izraziti razočaranje, žalost; pog. iz fanta je naredil dobrega pevca vzgojil; ekspr. narediti piko na i z majhnim, a pomembnim dejanjem zadevo končati; pog. narediti iz muhe slona močno pretirati; pog. ta zna iz nič narediti je zelo spreten, sposoben, domiseln; pog. že spet je naredil v hlače opravil veliko, malo potrebo v hlače; pog., ekspr. prav, pa narediva na pol plačajva vsak polovico (zneska); obleka naredi človeka kdor se lepo, izbrano oblači, dobi večji ugled, naredi boljši vtis; sveti Matija led razbija, če ga ni, ga pa naredi okoli 24. februarja se vreme navadno spremeni; preg. ena lastovka ne naredi pomladi iz enega primera se ne morejo delati splošni sklepi\n♦ gastr. narediti marinado; kozm. narediti masko; rel. narediti križ; voj. narediti kamuflažo\nnaredíti se \n1. nastati, pojaviti se: bula se mu je naredila na vratu; led se je naredil na ribniku / naredil se je dan zdanilo se je; naredila se je noč, tema / lepo vreme se je naredilo\n // nav. ekspr. postati zelo dober, lep, močen: fant se je naredil; le poglej, kako se je v tem letu naredila\n2. pokazati določeno stanje ali lastnost, ki v resnici ne obstaja: narediti se bolnega, redko bolan; narediti se gluhega, nevidnega, veselega; naredil se je, kakor da spi; naredil se je, kot da misli oditi\n● črno se mi je naredilo pred očmi zaradi slabosti, bolezni se mi je zazdelo, da vidim pred očmi črne lise, ploskve; ekspr. fant se je naredil po očetu postal je tak kot oče; pog. iz vina se je naredil kis vino se je skisalo; pog. vesel sem, da se je tako naredilo končalo, zgodilo; ekspr. le kaj se bo iz tega naredilo nastalo, se razvilo\nnarejèn -êna -o \n1. deležnik od narediti: grad je bil narejen v srednjem veku; narejen iz kamna, lesa; na roke narejen; narejen po predlogi; narejen v romanskem slogu; malomarno, natančno, umetno narejen\n2. ki kaže določeno stanje ali lastnost, ki v resnici ne obstaja: narejen nasmeh; narejena dobrodušnost; odgovoril je z narejeno strogostjo / narejeno vedenje; prisl.: narejeno se nasmehniti; narejeno mirno govoriti; sam.: v njegovem vedenju ni nič narejenega\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
narekováti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n narekováti -újem nedov. (á ȗ) \n1. govoriti besedilo, namenjeno za dobeseden zapis: narekovati strojepiski, učencem; narekovati pismo, zapisnik / pog. narekovati (dopis) v stroj sestavljati (dopis) sproti ob narekovanju\n2. predlagati kaj tako, da je za drugega sprejem obvezen: narekovati pogoje premirja / narekujejo cene, ker so edino tovrstno podjetje; Pariz še vedno narekuje modo\n // nav. 3. os. izraža nujnost, potrebnost česa glede na kaj: dolžnost, spoštovanje, vest nam narekuje tako ravnanje; publ. navedena dejstva narekujejo odločno ukrepanje\n● delo mu je narekovala bolečina ob sinovi smrti delo je napisal zaradi bolečine\nnarekováti se knjiž., redko napovedovati se, kazati se: na vzhodu se je narekovala luna\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
naríbati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n naríbati -am dov. (ȋ) \n1. z ribanjem narediti majhne kose, dele: kumare olupimo in naribamo / naribati na lističe, rezance / naribati malo parmezana na juho\n2. pog. zdrgniti, nadrgniti: naribali so ga s snegom; naribati si uhlje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
nárkič,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n nárkič -a m, člov. (ȃ) pog., zlasti v sproščenem ožjem krogu \nkdor je zasvojen z mamili; mamilarSSKJ, narkomanSSKJ, drogeraš, drogiranec, džanki, fiksar, mamilaš, zadrogiranec: Sredi dneva mi je narkič vlomil v avto, seveda tako, da mi je razsul steklo na levih vratih E ← hrv., srb. narkić iz (↑)narkomán \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
nárko,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n nárko -- v prid. rabi (ȃ) pog. \nki se nanaša na ukvarjanje z mamili, zlasti z uživanjem, razpečevanjem: narko scena; narko mafija; Pomurski policisti so razkrinkali narko združbo – glej tudi nárko... E skrajšano iz (↑)narko(mánski) \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
nárkoscéna,"SNB Kliknite, če želite geslo skopirati v odložišče \n \n nárkoscéna -e in nárko scéna -- -e ž (ȃ-ẹ̑) pog. \npodročje udejstvovanja in uveljavljanja ilegalne trgovine z mamili: Narkoscena je zlasti zaživela v nočnih lokalih, kjer je bilo mogoče mamila naročiti skupaj s pijačo E ↑nárko… + (↑)scéna \nSlovar novejšega besedja slovenskega jezika, www.fran.si, dostop 4. 12. 2016."
naróbe,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n naróbe prisl. (ọ̑) \n1. izraža položaj ali smer, ki je drugačna kot normalna: obrniti kažipote narobe; obuti nogavico narobe / obračati kolo na desno in narobe; narobe obrnjen portret s hrbtno stranjo spredaj; z glavo navzdol; blago se lika in šiva narobe na narobni strani; sedel je na stol narobe tako, da je bil obrnjen proti naslonjalu; vrteti film narobe nazaj\n♦ bot. narobe srčasti list srčasti list, zožen ob peclju\n2. izraža, da dejanje ali stanje ni v skladu z določenim pravilom, normo, ant. prav: narobe se lotiti stvari; narobe narediti, odgovoriti; ravnali bi zelo narobe, če bi vztrajali; ekspr. učijo te ravno narobe, kakor je prav / narobe si razumel moje pojasnilo / ekspr., v povedni rabi: račun je narobe; to je narobe, da ga nisi pozdravil; z nikalnico ne bi bilo narobe, če bi ga poklicali izraža primernost, koristnost česa\n● ekspr. če ga ni pravi čas domov, je že narobe so doma v skrbeh; so nejevoljni; ekspr. ni se pripeljal, morda je kaj narobe je bolan; ima težave; pog. med sosedi je marsikaj narobe je v marsičem nesoglasje; iron. v njegovi glavi je nekaj narobe njegove misli in dejanja so nekoliko čudaške; ekspr. tam je vse narobe godijo se neprijetne, težke reči; star. pa dajte tisti denar, če vam ni narobe če morete; če se strinjate; ekspr. z njim je nekaj narobe ni popolnoma zdrav; nima urejenega razmerja do okolice; ekspr. danes je s teboj nekaj narobe imaš skrbi; nisi dobre volje; pog. vse nam gre, hodi narobe povzroča težave; pog. narobe je stopil in si zvil nogo neprimerno, neprevidno\n3. ekspr. nasprotno, obratno: prej so se ga ogibali, zdaj je narobe; zlog izgovarja kratko, pa je ravno narobe prav; hlev ima prevelika okna, hiša pa narobe; življenje je boj, pa tudi narobe se sme reči: boj je življenje / oblika je povezana z vsebino in narobe\n // uvaja novo trditev namesto prej zanikane: ni dolgočasno, narobe, še zabavno je; dela ni konec, mi smo, narobe, prepričani, da se šele začne; neskl. pril., nav., ekspr.: narobe junak; to je narobe znanost; takšen red je pravi narobe svet\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
naróčati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n naróčati -am nedov. (ọ́) \n1. izražati želje, zahteve\na) da kdo oskrbi, dostavi določeno blago ali opravi določeno storitev: naročati blago pri proizvajalcu; naročati gradbena dela / naročati večerjo v restavraciji; pog., ekspr. naročal je liter za litrom / pog. čevlje (si) vedno naroča pri čevljarju si daje delati\nb) navadno s predmetnim odvisnim stavkom da kdo kaj uresniči, opravi: naročal mu je, naj pazi na hišo; naročam vam, da jo prijazno sprejmete\n2. določati čas, ob katerem naj kdo kam pride zaradi kake dejavnosti: naročati stranke; za ta mesec pacientov ne naročamo več\nnaróčati se v zvezi z na postajati (stalni) odjemalec, kupec: naročati se na časopise, revije\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
naročíti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n naročíti -ím dov., naróčil (ī í) \n1. izraziti željo, zahtevo\na) da kdo oskrbi, dostavi določeno blago ali opravi določeno storitev: podjetje je naročilo za deset milijonov blaga; naročiti stroje iz tovarne; naročiti gradbena dela pri najboljšem ponudniku; pismeno, ustno naročiti; naročiti po telefonu / gostje pridejo, naročijo in plačajo; naročiti skodelico kave; naročiti (si) sadni sok; elipt., pog. naročiti dva deci / pog. naročiti čevlje pri čevljarju dati delati; naročiti opremo v tujini; naročiti telefonski pogovor sporočiti telefonistu, s katerim naročnikom se želi govoriti; naročiti sobo v hotelu rezervirati\nb) da kdo kam pride zaradi kakega opravila: naročiti delavce za popravilo hiše / naročil je taksi, da ga je peljal na postajo\nc) navadno s predmetnim odvisnim stavkom da kdo kaj uresniči, opravi: tovarišem je naročil, naj molčijo; naroči mu, naj se pravočasno pripravi / naročili so jim ubogati / pog. naročil mu je pozdrave za domače naj pozdravi domače\n2. določiti čas, ob katerem naj kdo kam pride zaradi kake dejavnosti: naročiti pacienta za ponoven pregled; zdravnik ga je naročil čez dva meseca; krojač me je naročil za sredo / naročil sem jo pri okulistu\n● pog. pri mojem bratu so naročili bratova žena je noseča; kakor bi ga naročil, je stopil v hišo v najbolj primernem, pravem času; vreme je, kot bi ga naročil zelo lepo, ugodno\nnaročíti se v zvezi z na postati (stalni) odjemalec, kupec: naročiti se na časopis, revijo; na zbirko se lahko naročite vnaprej\nnaročèn -êna -o: naročen film; biti naročen na časopis; naročen sem pri zdravniku; naročene knjige; naročeno blago; vreme je kakor naročeno; sam.: natakar je prinesel naročeno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
národ,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n národ -a stil. -óda m (á, ọ́) \n1. skupnost ljudi, navadno na določenem ozemlju, ki so zgodovinsko, jezikovno, kulturno, gospodarsko povezani in imajo skupno zavest: ljudstvo se je izoblikovalo v narod; izkoriščani, neodvisni narodi / češki, slovenski narod; evropski, jugoslovanski narodi / postali smo svoboden narod s svojo državo; vezi manjšine z matičnim narodom; pravica narodov do samoodločbe / Smrt fašizmu — svobodo narodu med narodnoosvobodilnim bojem in prva leta po 1945 pozdrav udeležencev narodnoosvobodilnega boja; zaključek uradnih dopisov; Osvobodilna fronta (slovenskega naroda) slovenska narodnoosvobodilna organizacija, ustanovljena 27. aprila 1941\n // s prilastkom taka skupnost, za katero je značilna kaka dejavnost: Grki so pomorski narod / ekspr.: narod hlapcev, poštenjakov; narod pesnikov in mislecev\n // skupnost ljudi, ki jih druži skupen izvor, skupna preteklost, podoben jezik, običaji; ljudstvo: vpadi barbarskih narodov / nomadski, pastirski narodi / preseljevanje narodov v 6. stoletju\n2. v nekaterih družbenih ureditvah večinski, zlasti socialno nižji družbeni sloji: narod je trpel lakoto, mogočniki pa so se zabavali; pesmi je nabral med narodom / izrazi so vzeti iz naroda / nizki, preprosti narod\n3. ed., nižje pog. ljudje, ljudstvo: poglej, koliko naroda je prišlo / tepla sta se, narod pa se je zabaval gledalci, opazovalci\n4. publ. država: odnosi med narodi\n● Organizacija združenih narodov organizacija velike večine držav, katere cilj je krepiti sodelovanje med narodi in ohraniti mir na svetu; ekspr. staro Avstrijo so imenovali ječo narodov državo, v kateri so nekateri narodi zatirani; publ. pomlad narodov leto 1848 v stari Avstriji, ko so nenemški narodi zahtevali svoje narodne pravice; publ. vrata narodov naravni prehodi med gorovji, skozi katere so potovala ljudstva, zlasti iz Azije v Evropo; red zaslug za narod z zlato zvezdo visoko jugoslovansko odlikovanje za družbenopolitične in vojaške zasluge\n♦ antr. hamitski, semitski narodi; jur. zbor narodov od 1953 do 1974 zbor (zvezne skupščine) za varstvo enakopravnosti narodov Jugoslavije; zgod. Društvo narodov po prvi svetovni vojni ustanovljena organizacija večjega števila držav, katere cilj je bil krepiti sodelovanje med narodi in ohraniti mir na svetu\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
