Entry content,Entrycontent link
"oplétati -am nedov. (ẹ̑) \n1. pletoč delati, da je kaj obdano s podolgovato, upogljivo stvarjo: opletati steklenice; pajek je opletal cvete s pajčevino\n // delati, da pride kaka podolgovata, upogljiva stvar večkrat okrog česa: opletati vrv okoli debla\n2. rastoč pokrivati površino: zidove opleta stoletni bršljan; srobot se opleta čez skale\n // biti, obstajati okrog česa: lovorov venec mu opleta čelo\n3. delati neurejene, navadno krožnim podobne gibe: opletati z nogami, rokami; nesmiselno je opletal okrog sebe / vol opleta z repom; metulj je opletal s krilci\n // delati, povzročati, da se kaj neurejeno giblje: veter opleta z ohlapnim šotorom / natakar je opletal s prtičem\n4. viseti in se neurejeno gibati: čutarica mu opleta ob stegnu / dolge kite ji opletajo po hrbtu / preširoka obleka opleta okrog nje; hlače mu opletajo okrog suhih nog\n5. nepravilno, nihajoč se gibati, delovati zaradi ohlapne, nepravilne namestitve: levo kolo je opletalo; močno, rahlo opletati / tovornjak opleta s prikolico / dojenčku glava še opleta\n6. ekspr. opotekaje se hoditi: z zadnjimi močmi je opletala za njim; opleta po cesti kot pijan / najej se, saj komaj še opletaš hodiš\n // muditi se, zadrževati se: kaj tako dolgo opleta po hiši / pojdimo, kaj bi še opletali se obotavljali\n7. ekspr. udarjati, tepsti: opletati koga z bičem; opletal je z gorjačo po hrbtih; dečki so se opletali z vejami\n● star. imela je šest služabnic, ki so jo opletale česale, ji spletale lase; ekspr. zmeraj nekaj opleta okoli zdravnikov hodi; opletati z ekspr. rad opleta z besedami veliko, a vsebinsko prazno govori; slabš. v svojih govorih je veliko opletal z dolžnostjo jo je omenjal, govoril o njej; slabš. opletati z jezikom opravljati, obrekovati; ekspr. ne dovolim, da bi opletali z menoj samovoljno, brezobzirno ravnali\noplétati se ekspr. \n1. hoditi, zadrževati se kje: pastir se je počasi opletal med živino; pren. sto misli se ji opleta po glavi\n2. ukvarjati se, navadno s čim neprijetnim, težavnim: s tem delom se že dolgo opleta / pojdi, kaj bi se še opletal z njimi / opleta se in žene, da dovolj zasluži\n● ekspr. noge se mi že opletajo od utrujenosti, slabosti že težko hodim; ekspr. to se ti bo še opletalo bo imelo slabe, neprijetne posledice; ekspr. vprašali so ga tako, da se ni mogel nič opletati izmikati\nopletajóč -a -e: nerodni, opletajoči koraki; hlače z opletajočimi hlačnicami\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",oplétati
"oportuníst -a m (ȋ) nav. slabš. kdor prilagaja mišljenje, ravnanje trenutnim okoliščinam zaradi lastne koristi; preračunljivec, prilagodljivec: ta človek je oportunist; boriti se proti oportunistom in karieristom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",oportuníst
"oportunízem -zma m (ī) nav. slabš. prilagajanje mišljenja, ravnanja trenutnim okoliščinam zaradi lastne koristi; preračunljivost, prilagodljivost: kritizirati oportunizem nekaterih pripadnikov stranke; očitati komu oportunizem; karierizem in oportunizem / to je storil iz oportunizma / kulturni, politični oportunizem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",oportunízem
"opríčnik -a m (ȋ) \n1. v carski Rusiji član telesne garde Ivana Groznega: oddelki opričnikov\n2. knjiž., slabš. privrženec, sodelavec osovražene oblasti, osebe: okupator in njegovi opričniki; vohuni in vladni opričniki / opričniki mračnjaštva\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",opríčnik
"opróda -e tudi -a m (ọ̑) nekdaj plemičev služabnik, spremljevalec: oproda je poskrbel za hrano in prenočišče; v spremstvu je več oprod; grofov, vitezov oproda\n // slabš. pomočnik, sodelavec: on je režiserjev glavni oproda / oprode nacizma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",opróda
"oródje -a s (ọ̑) \n1. predmet, navadno preprostejši, ki se uporablja pri fizičnem delu: izdelovati orodje; kupiti boljše, novo orodje; kovinsko, leseno orodje; orodje za brušenje, rezanje; omarica, shramba za orodje / čevljarsko, mizarsko, zidarsko orodje; poljedelsko, vrtnarsko orodje\n // nav. ekspr. predmet, priprava, ki se uporablja pri kakem delu sploh: zelo drago orodje ima / pisalno, šivalno orodje pisalni, šivalni pribor; operacijsko orodje instrumenti; ročno orodje ki se pri uporabi drži v roki\n♦ arheol. kamnito, kremenasto orodje; neolitsko orodje; ekon. delovno orodje s katerim se obdeluje predmet dela; grad., strojn. fazonsko rezilno orodje katerega rezilo je oblikovano po profilu, ki naj ga ima izdelek; šport. nihajoče orodje krogi; oporno orodje bradlja in konj z ročaji; telovadno orodje pripomočki, ki se uporabljajo pri telovadbi\n2. ekspr., navadno s prilastkom kar omogoča, olajšuje opravljanje kakega dela, dejavnosti: raziskovalno orodje znanstvenikov / logično mišljenje je orodje človekovega razuma\n3. slabš., navadno s prilastkom kdor ravna, dela po zahtevah koga: bil je gestapovsko orodje; ni se zavedal, da je orodje izkoriščevalcev; pren., knjiž. biti orodje usode\n● slabš. ves čas je slepo orodje v njegovih rokah ravna, dela po njegovih zahtevah neglede na pravilnost, poštenost\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",oródje
"osébek -bka m (ẹ̑) \n1. lingv. stavčni člen v imenovalniku, nadrejen povedku, ki v tvorniku izraža vršilca dejanja ali nosilca stanja, v trpniku pa cilj glagolskega dejanja: osebek in povedek\n2. biol. (posamezen) organizem: izbrati za nadaljnjo gojitev osebke z najbolj zaželenimi lastnostmi; razvoj osebka\n3. nav. slabš. človek, oseba: spraviti negativne osebke na varno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",osébek
"ôsel ôsla [əu̯] m (ó) \n1. domača žival z dolgimi uhlji, ki se goji zlasti zaradi prenašanja tovorov in ježe: osel riga; naložiti oslu vreče; jahati na oslu; natovorjen sem kot osel; trmast, uporen kot osel zelo\n // samec te živali: osel in oslica\n2. slabš. omejen, neumen človek: pusti ga, to je osel; kakšen osel sem bil, da sem jim verjel; kje bodo pa še dobili takega osla, ki bi jim zastonj garal / kot psovka: molči, osel; ti osel neumni, stari\n● ekspr. za hrbtom mu je kazal osle imel razprte prste obeh rok tik pred nosom in pri tem iz ust molil jezik; ekspr. vsa vas mu je kazala osle zaradi tega se je norčevala iz njega; kjer osel leži, dlako pusti nekulturen človek se (rad) podpisuje, kjer ni primerno; nereden človek se spozna po tem, da za seboj pušča nered; preg. osel gre samo enkrat na led celo ne preveč pameten človek je po slabi skušnji previden\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",ôsel
"oslaríja -e ž (ȋ) slabš. neumno govorjenje ali ravnanje: kakšno oslarijo si spet naredil; takih oslarij ne bom poslušal / govoriti oslarije\n // kar je neumno sploh: take oslarije že dolgo nisem bral, gledal / napolnili so ti glavo z oslarijami neumnimi nazori, mislimi\n // v medmetni rabi izraža negativen odnos do povedanega: pravi, da bo pustil službo — oslarija; spustiti se v boj s tem človekom, kakšna oslarija \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",oslaríja
"osvinjáti -ám dov. (á ȃ) slabš. \n1. umazati, onesnažiti: s čevlji so osvinjali kuhinjo in sobo; osvinjati si obleko\n2. vzeti ugled, osramotiti: zelo jo je osvinjal pri sosedih\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",osvinjáti
"otrésanje -a s (ẹ́) glagolnik od otresati: otresanje prahu s čevljev / otresanje sadnega drevja / otresanje z glavo\n● pog., slabš. otresanje jezika kritiziranje, ugovarjanje\n♦ šport. otresanje mišic gibi za sproščanje mišic \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",otrésanje
"otrésati -am nedov. (ẹ́) \n1. s tresenjem odstranjevati s česa: otresati prah s čevljev; otresati sadje z drevja; z vej se je otresal sneg / otresati pepel s cigare / otresati klobuk, plašč; otresati s snegom pokrite veje\n2. nav. ekspr. delati hitre, sunkovite gibe, navadno zaradi neugodja: pes je otresal z glavo in divje renčal\n● pog., slabš. jezik otresati kritizirati, ugovarjati; otresati jezo na koga, nad kom stresati; že spet sitnost otresa stresa\notrésati se \n1. ekspr., navadno z rodilnikom prizadevati si, da kdo odide, se oddalji: težko se je otresala vsiljivcev; na vse načine se je otresala spremljevalca\n // delati, povzročati, da kaj pri kom preneha obstajati, ne nastopi: otresati se strahu, žalosti / otresa se misli nanj; otresati se skrbi / otresa se vseh dolžnosti, obveznosti / otresati se starih navad\n2. odklanjati, ne marati: otresati se hvale, priznanja\n● pog., ekspr. spet se otresa nanj ga zmerja, ošteva; ekspr. otresa se nad njegovimi strokovnimi izrazi se jezi, jih kritizira; ekspr. kar naprej se nekaj otresa izraža nezadovoljstvo, nesoglasje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",otrésati
"otročè -éta s (ȅ ẹ́) \n1. ekspr. otrok, navadno droben, majhen: otroče v naročju je zajokalo; otročeta so bežala pred njim; obnašal se je kakor otroče osmih let\n2. slabš. mladenič, fant: spravi svoj meč, otroče\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",otročè
"ôvca -e stil. -é ž, rod. mn. ôvc in ovác (ó) \n1. manjša domača žival, ki se goji zlasti zaradi volne: ovca beketa, bleja; pasti, striči ovce; čreda, trop ovc; razbežali so se kakor ovce; krotek kot ovca / merino ovca z dolgo, mehko dlako, po izvoru iz Španije\n♦ agr. karakul ovca z rahlo kodrasto, navadno črno dlako, po izvoru iz osrednje Azije; ovca mesnate pasme; vet. metljava ovca; zool. divja ovca zlasti v gorah živeča žival temne ali svetle barve, katere samec ima navadno velike, spiralasto zavite rogove, Ovis\n // ovčja samica: pomolsti ovco; breja ovca; ovca in jagnje\n2. ekspr. pohleven, ubogljiv človek: vse življenje je bil ponižna ovca\n● ekspr. je črna ovca v družini edini, ki je drugačen, slab; slabš. garjava ovca kdor zaradi negativnih lastnosti slabo vpliva na okolico; ekspr. pokazal je, da je gospodar, ne pa metljava ovca slaboten, neodločen, zmeden človek; knjiž. bili so kakor ovce brez pastirja zbegani, zmedeni\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",ôvca
"ožírati -am nedov. (ī ȋ) \n1. ekspr. obgrizovati, oglodavati: koze ožirajo grmičje\n2. slabš. grobo oštevati: nobene stvari ji ne naredi prav, kar naprej ga ožira / že zdaj se boji, kako ga bodo ožirali, ko odide opravljali, obrekovali\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",ožírati
"ožréti ožrèm dov., ožŕl (ẹ́ ȅ) \n1. ekspr. ogristi, oglodati: zajci so ožrli drevesca\n2. slabš. grobo ošteti: zelo ga je ožrla\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",ožréti
"pacaríja -e ž (ȋ) packarija: po teh sladkih pacarijah je bruhal / svojo pacarijo je obesil na steno / takih pacarij ne bere\n● slabš. komaj je počistila to pacarijo umazanijo, nečistočo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pacaríja
"pacáti -ám nedov. (á ȃ) \n1. riti, mešati z rokami, nogami: otroci pacajo po blatu\n2. ekspr. delati kaj umazano; mazati: ne pacaj klopi\n3. ekspr. grdo, malomarno pisati, risati: piši lepo, ne pacaj\n4. ekspr. počasi delati: to pacajo že tri leta\n // nestrokovno delati: oče v kleti nekaj paca\n● pog., ekspr. rada paca peče, pripravlja zlasti pecivo; slabš. spet paca po platnu riše, slika\npacáti se ekspr. biti razmočen, lepljiv: ne bodo sadili, ker se zemlja še paca\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pacáti
"packáč -a m (á) slabš. kdor nestrokovno opravlja kako delo: ponujali so se mu že packači, a jih je odklonil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",packáč
"packaríja -e ž (ȋ) slabš. \n1. jed, navadno slabo pripravljena: te packarije ne bo jedla; ni mu mar za tiste sladke packarije\n2. slika, navadno brez umetniške vrednosti: za packarije na stenah se še zmenil ni\n3. malopridno, malovredno dejanje, ravnanje: toliko packarij skupaj mu ni napravil še nihče; počeli so razne packarije / ta kritika je navadna packarija\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",packaríja
"packáti -ám nedov. (á ȃ) \n1. delati packe: pero packa; packati s črnilom\n // ekspr. delati kaj umazano; mazati: ne packaj po mizi\n2. riti, mešati z rokami, nogami: otroci packajo po blatu\n3. ekspr. grdo, malomarno pisati, risati: poglej te zvezke, kako packa\n4. ekspr. počasi delati: ta spis packa že več tednov\n // nestrokovno delati: zmeraj kaj packa\n● ekspr. mati v kuhinji nekaj packa kuha, peče; slabš. zdaj packa portret riše, slika\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",packáti
"pačúh -a m (ū) slabš. kdor pači, kvari: ti pačuhi slovenščine \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pačúh
"pádar -ja m (ȃ) kdor se ukvarja z zdravljenjem brez ustrezne poklicne izobrazbe: zdravil ga je neki padar; iskati pomoč pri vaških padarjih\n // slabš. zdravnik, zobozdravnik: boji se iti k padarju; poslati po padarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pádar
"pádarstvo -a s (ȃ) zdravljenje brez ustrezne poklicne izobrazbe: ukvarjati se s padarstvom / slabš. s padarstvom ni obogatel z zdravništvom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pádarstvo
"páglav -a -o prid. (á) slabš. poreden, nagajiv: kuja se kot paglav otrok \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",páglav
"páglavec -vca m (á) \n1. slabš. kdor (rad) povzroča neprijetnosti, nevšečnosti, navadno fant, deček: paglavci so ga dražili in zasmehovali; obnaša se kot paglavec\n // ekspr. fant, deček: kruh je razdelil med svoje tri paglavce; naš poredni paglavec\n2. zool. žaba, močerad na razvojni stopnji med jajčecem in razvito žabo, močeradom: loviti paglavce v mlaki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",páglavec
"páglavstvo -a s (á) slabš. ničvredno, nagajivo dejanje ali ravnanje: kakšno paglavstvo, je pomislil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",páglavstvo
"páglavščina -e ž (á) slabš. ničvredno, nagajivo dejanje ali ravnanje: početi paglavščine \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",páglavščina
"pajác -a m (ȃ) \n1. ekspr. klovn, burkež: nastop pajaca; poskakoval je kot pajac / cirkuški pajaci\n // šaljivec: to ti je pravi pajac\n2. igrača, ki predstavlja klovna: izrezati, narisati pajaca; gumijast pajac\n // zlasti smešno oblečena figura, ki predstavlja moškega: nositi po cesti pajaca; s slamo nagačen pajac\n3. slabš. kdor se pretirano podreja zahtevam drugega: mož je njen pajac\n● ekspr. ne bom ti za pajaca ne bom se podrejal vsem tvojim samovoljnim zahtevam\n4. enodelno oblačilo iz hlač in bluze z rokavi ali brez njih: obleči pajaca; delavci v modrih pajacih / delovni pajaci; otroški pajaci\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pajác
"pajácelj -clja m (á) slabš. klovn, burkež: obnaša se kot pajacelj \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pajácelj
"pajdáš -a m (á) \n1. slabš. kdor s kom sodeluje, zlasti pri nepoštenih dejanjih: medtem ko je on stražil, sta pajdaša kradla; ujeli so vodjo in njegove pajdaše / pivski pajdaši tovariši; pajdaši v igri\n2. zastar. vojni tovariš: vojaka sta ranjenega pajdaša nesla na varen kraj\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pajdáš
"pajdášiti se -im se nedov. (á ȃ) \n1. ekspr. družiti se, sodelovati z moralno negativno osebo: pajdašiti se s fašisti; pajdaši se z goljufi\n● zastar. med vsemi sošolci se je najbolj pajdašil z njim družil; preg. kdor se z volkovi pajdaši, mora z njimi tuliti\n2. slabš. imeti ljubezenske, spolne odnose: pajdašila se je s tujimi vojaki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pajdášiti se
"paktírati -am nedov. (ȋ) nav. slabš. sodelovati, povezovati se: paktiral je z okupatorjem; paktirati s sovražnikom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",paktírati
"pàmž pámža m (ȁ á) pog., slabš. otrok: ta pamž je razvajen / pamžev ni imela / nezakonski pamž \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pàmž
"pánkrt -a m (á) slabš. nezakonski otrok: rodil se je kot pankrt\n // otrok: to so mi pa pankrti naredili / kot psovka prekleti pankrt \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pánkrt
"pánkrtski -a -o prid. (á) slabš. nezakonski: pankrtski otrok; pankrtska mati / kaj bo ta pankrtski revček \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pánkrtski
"papagáj -a m (ȃ) \n1. papiga: vreščanje papagajev; govori kot papagaj\n2. slabš. kdor nekritično ponavlja mnenje, izjave koga drugega: saj ne misli samostojno, to je papagaj\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papagáj
"papagájski -a -o prid. (ȃ) tak kot pri papagaju: papagajski kljun / slabš. papagajsko govorjenje, ponavljanje\npapagájsko prisl.: papagajsko se vesti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papagájski
"papagájstvo -a s (ȃ) slabš. nekritično ponavljanje mnenja, izjav koga drugega: zaradi svojega papagajstva ni mogel biti priljubljen \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papagájstvo
"pápeževec -vca m (ȃ) slabš., zlasti v 16. stoletju, za protestante katoličan: šteje se za papeževca \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pápeževec
"pápežnik -a m (ȃ) slabš., zlasti v 16. stoletju, za protestante katoličan: navdušen papežnik \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pápežnik
"pápežništvo -a s (ȃ) slabš., zlasti v 16. stoletju, za protestante katolištvo: odrekel sem se papežništvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pápežništvo
"papírček -čka m (ȋ) manjšalnica od papir: zaviti v papirček; tanek bel papirček / metati papirčke po tleh; slabš. ves prostor je nastlan s papirčki / cigaretni papirček za zavijanje tobaka v obliko cigarete; čokoladni papirček v katerega je (bila) zavita čokolada \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papírček
"papíren -rna -o prid. (ȋ) nanašajoč se na papir: gladka papirna površina / papirna izolacija / papirni stroj; papirna industrija; papirna masa masa, zlasti iz rastlinskih vlaken, ki se predeluje v papir\n● slabš. papirni mazač pisatelj, pesnik\n // papirnat: papirni izdelki; velike papirne rože / to je papirna učenost neživljenjska, nestvarna\n♦ kem. papirna kromatografija; šport. papirna kategorija kategorija težkoatletov telesne teže med 48 in 49 kg \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papíren
"papíst -a m (ȋ) slabš., zlasti v 16. stoletju, za protestante katoličan: navdušen papist \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papíst
"papízem -zma m (ī) slabš., zlasti v 16. stoletju, za protestante katolištvo: kritika papizma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",papízem
"paráda -e ž (ȃ) \n1. organiziran slovesen sprevod\na) vojaških enot, navadno z orožjem in opremo: udeležiti se parade; prisostvovati paradi; obleči se za parado; biti na veliki paradi / hoditi, stati v paradi / vojaška parada\nb) navadno s prilastkom velike skupine predstavnikov kake dejavnosti, kakega poklica: sodelovati pri paradi / gasilska parada; prisostvovati rudarski paradi; velika parada športnikov / ekspr. parada delovnih množic velika skupina\n // prvomajska parada; ekspr. zvrstila se je parada mladosti\n // ekspr., s prilastkom velika količina, množina česa enakega, istovrstnega, navadno v gibanju: zvrstila se je parada večernih oblek; parada vozil; parada vsega, kar je najbolj moderno / poslušati parado popevk / parada znanstvenih besed\n2. star. paradna obleka, paradna uniforma: obleči parado\n3. slabš., v povedni rabi kar je zelo slovesno, lepo: sprejem je prava parada / ta tvoj klobuk je res parada\n4. publ., pri igrah z žogo učinkovit, občudovanje vzbujajoč obrambni skok, gib: s čudovito parado je preprečil gol\n♦ šport. obrambna kretnja proti napadu zlasti v sabljanju\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",paráda
"paragráfar -ja m (ȃ) ekspr. kdor se zelo natančno ravna po zakonih, določbah: neizprosen paragrafar\n● slabš. s paragrafarji nočem imeti opravka pravniki \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",paragráfar
"párkelj -klja m (á) rožena tvorba na koncu prstov nekaterih sesalcev: vol si je poškodoval parkelj; v blatu so bile vidne sledi parkljev / kupiti svinjske parklje\n // slabš. roka: pokaži mi svoje parklje\n♦ bot. kozji parkelj goba z rjavim povešenim klobukom; možek; vet. obrezati parkelj z nožem odstraniti odvečno parkljevo roževino \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",párkelj
"parólarstvo -a s (ọ̑) slabš. govorjenje ali pisanje, ki je polno parol, gesel: v povesti je preveč poudarjena tendenčnost, parolarstvo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",parólarstvo
"partikularíst -a m (ȋ) nav. slabš. pristaš partikularizma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",partikularíst
"partikularízem -zma m (ī) nav. slabš. težnja po uveljavljanju določenega ozemlja v okviru države, po osamosvojitvi, odcepitvi: boriti se proti partikularizmu; partikularizem v gospodarstvu / deželni stanovi so bili nosilci pokrajinskega partikularizma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",partikularízem
"parvení -ja m (ȋ) nav. slabš. kdor se iz nižjih družbenih slojev hitro, brezobzirno povzpne med višje, povzpetnik: bil je tip pravega parvenija; denarni, intelektualni parveniji \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",parvení
"parveníjstvo -a s (ȋ) nav. slabš. lastnosti, značilnosti parvenijev: posmehoval se je njenemu brezobzirnemu parvenijstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",parveníjstvo
"pasjeglávec -vca m (ȃ) \n1. etn., po ljudskem verovanju bitje s človeškim telesom in pasjo glavo: pripovedke o pasjeglavcih\n2. slabš., navadno s prilastkom hudoben, nasilen človek: boj se tega pasjeglavca / kot psovka kako si upaš, pasjeglavec; pren. fašistični pasjeglavci spet požigajo\n♦ zool. pasjeglavci opice s podaljšanim gobcem, podobnim pasjemu, Cynopithecinae\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pasjeglávec
"pásji -a -e prid. (á) \n1. nanašajoč se na pse: na obrazu je začutil pasji smrček / pasje bevskanje, lajanje / pasja hišica, uta; pasja ovratnica / ekspr. pasja mrcina je stala pred vrati in renčala / pasja zvestoba / pasji jermen jermen, na katerem se vodi pes; pasja razstava razstava čistokrvnih psov; pasja vprega vprega, sestavljena iz psov\n // kot kletvica: pasja dlaka, tega ti ne verjamem; pasja vera, jim že pokažemo\n2. nav. slabš. hudoben, zloben: o, dobro poznam tega pasjega upravnika; že tako je pasji, pa ga še izzivate / ona ima zloben jezik, pa tudi on je ves pasji / kot psovka: izgini, pasji sin; odpri, duša pasja, ali pa ti razbijemo vrata; seme pasje\n3. slabš. pretirano vdan nadrejenim, pretirano ponižen: zaničevali so ga zaradi njegove hlapčevske, pasje narave; kako pasja je vaša duša / s svojo pasjo ponižnostjo, vdanostjo ne boste nič dosegli\n4. ekspr. ki povzroča velike težave, neprijetnosti: naj hudič vzame ta pasji svet; le kako bi uredili to pasjo zadevo / to delo je prav pasje / doživeli smo pasje čase; to je pasje življenje / ne pij toliko, šmarnica je vsa pasja / v tem pasjem vremenu ni mogoče oditi dalje v tem slabem, deževnem, mokrem vremenu\n5. ekspr. ki se pojavlja v zelo visoki stopnji, v močni obliki: pasji mraz je nastopil; pasja vročina\n6. pog., ekspr., v zvezi pasja figa kar je malo vredno, nepomembno: vse to se je začelo zaradi pasje fige\n7. nižje pog., ekspr., v prislovni rabi, v zvezi pasja figa izraža\na) močno zanikanje ali zelo majhno mero: za to se eno pasjo figo brigam; to je pasjo figo vredno\nb) v povedni rabi omalovaževanje: vse skupaj je pasja figa\n8. nižje pog., v medmetni rabi izraža omalovaževanje: pasja figa, pa tak izlet\n● pasji dnevi čas od 23. julija do 23. avgusta; ekspr. takrat smo imeli pasje dneve dneve hude vročine; nar. pasji trn čistilna krhlika; ekspr. kot predavatelj je dober, pri izpitih je pa pasji zelo strog, nepopustljiv; pasja bombica v papirček zavita glinena kroglica in žveplo, ki ob udarcu poči; pog. pasja radost navadna salama; pog. imeti pasjo srečo glede na neprijetne, neugodne okoliščine zelo veliko, nepričakovano; ekspr. pusti ga, saj vidiš, da je nocoj ves pasji da je zelo jezen, slabe volje\n♦ agr. pasji kolač v določeno obliko stisnjeno krmilo za pse; bot. pasji jezik dlakava rastlina z rjavo rdečimi ali rožnatimi cveti, ki kasneje pomodrijo, Cynoglossum; pasji peteršilj navadni steničjak; pasji rep trava, ki raste na vlažnih tleh, Cynosurus; pasji zob rastlina s suličastimi, temno pegastimi listi in rdečimi, nazaj zavihanimi cvetnimi listi, Erythronium dens-canis; rumena pasja čebulica rastlina vlažnih, senčnatih krajev, Gagea lutea; pasja trava trava z zgoščenim socvetjem, Dactylis; um. pasji skok okras v obliki niza iz spiralasto zvitih črt; vet. pasji kontumac; pasja steklina nalezljiva virusna bolezen živali in ljudi, pri kateri nastopi besnenje in ohromitev; pasja znamka ploščica za označevanje psov glede na obvezno cepljenje in občinski register, ki jo nosijo psi na ovratnici; zgod. pasji snop del desetine, ki so ga podložniki dajali zemljiškemu gospodu za vzdrževanje njegovih psov; zool. pasji som do dveh metrov dolga morska riba z zelo podaljšanim gobcem in močno repno plavutjo, Galeus canis; pasja trakulja v pasjem črevesu živeč zajedavec s tremi ali štirimi odrivki, Echinococcus granulosus\npásje prisl.: pasje se počutim; pasje ponižen, vdan; dan je pasje vroč\n● plavati po pasje tako, da se z nogami in skrčenimi rokami udarja po vodi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pásji
"patétika -e ž (ẹ́) pretirano navdušenje, pretirana vznesenost: njegova patetika je vzbudila posmeh; slabš. frazerska patetika / pri predavanju je zašel v patetiko \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",patétika
"pečáti se -ám se nedov. (á ȃ) \n1. ukvarjati se: peča se z lovom, s politiko / pečati se z mislijo, da bi odšel; peča se s slikarstvom slika\n // pečati se z mladino\n // družiti se: fant se je pečal s pijanci\n2. slabš. imeti ljubezenske, spolne odnose: pečati se z moškimi; mati mu je branila pečati se s to žensko\n3. zastar. zanimati se, meniti se: oče se je malo pečal za dejanja svojega sina; pečati se za gospodarstvo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",pečáti se
