Entry content,Entrycontent link
"desníca -e ž (í) \n1. desna roka, ant. levica: dati, stisniti desnico; dvigniti desnico v pozdrav; z desnico si je zakril oči / v pest stisnjena desnica; žuljava desnica\n● bibl. naj ne ve levica, kaj dela desnica ne hvali se z dobrimi deli; iron. desnica ne ve, kaj dela levica delo je neenotno, neskladno\n // v prislovni rabi, v zvezi z na izraža desno stran: posadil ga je na svojo desnico / imeti koga na desnici; sin je sedel na očetovi desnici\n2. polit. konservativna, nazadnjaška stranka ali taka skupina v stranki: protidemokratična desnica; radikalna desnica; predstavniki skrajne desnice v parlamentu niso prodrli s svojim predlogom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",desníca
"devíčica -e ž (í) \n1. iron. devica: dela se nedolžno devičico\n // ekspr. mlado dekle: neizkušena šestnajstletna devičica\n2. nar. gozdna rastlina z močno dišečimi drobnimi belimi cveti; šmarnica\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",devíčica
"dežêla -e ž, rod. mn. stil. deželá (é) \n1. obsežnejše, s kakimi značilnostmi povezano, zaokroženo ozemlje: govorica se je hitro raznesla po deželi; vojske in bolezni so razsajale po deželi; gorata dežela; domača, tuja dežela; daljne, neznane dežele; lepa, pravljična dežela; slovenska, štajerska dežela / deveta dežela v pravljicah daljna; v kateri se človeku zelo dobro godi; dežela pomaranč; ekspr. dežela Prežihovega Voranca Koroška; ekspr. dežela tisočerih jezer Finska; ekspr. dežela vzhajajočega sonca Japonska\n // jesen prihaja v deželo\n // publ. organizirana politična skupnost, ki ima na prostorsko omejenem ozemlju suvereno oblast; država: gojiti dobre odnose s sosednjimi deželami; kapitalistična, nerazvita dežela; podjarmljene, zatirane dežele; afriške dežele / dežele v razvoju / Proletarci vseh dežel, združite se! geslo mednarodnega delavskega gibanja\n2. v nekaterih državah v sklopu države oblikovana pokrajinska enota s svojo upravo, zastopstvom in pravom: avtonomna dežela / avstrijske dežele\n3. področje zunaj večjih mest: prišli so ljudje z dežele in iz mesta; oditi na deželo; na deželi si je okrepil zdravje; živeti na deželi\n● iron. nekaj je gnilega v deželi danski v določenem kraju, družbi, organizaciji je veliko nepravilnosti, pokvarjenosti; star. jutrove dežele države Bližnjega vzhoda; ekspr. iti v krtovo deželo umreti; ekspr. obljubljena dežela kjer je izobilje; kjer se izpolnijo želje, pričakovanja; izredno ugoden kraj za koga ali za kako dejavnost\n♦ ekon. beg z dežele odseljevanje ljudi v mesta; zgod. habsburške dedne dežele Štajerska, Koroška, Kranjska\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dežêla
"díčen -čna -o prid. (í ī) zastar. imeniten, odličen, slaven: dični junaki; bésede so se udeležili zaslužni rodoljubi in dične gospe / šalj. moja dična sestrica je tudi prišla / iron. vseeno mi je, kaj si dični gospod misli o meni \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",díčen
"dímnik -a m (ȋ) kanal za odvajanje dima: očistiti, omesti dimnik; iz dimnika se vali gost dim / dimnik slabo vleče ne odvaja dobro dima\n // nad strehami se dvigajo počrneli dimniki; visoki tovarniški dimniki; dimnik lokomotive\n● iron. to si lahko zapišete s (črno) kredo v dimnik ne bo upoštevano; se bo hitro pozabilo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dímnik
"dobrótnica -e ž (ọ̑) \n1. ženska, ki izkazuje, deli komu dobrote: mati je otrokova največja dobrotnica\n2. iron., redko vlačuga, prostitutka: Pozneje sem zvedel, da je ta njena hči tako zvana dobrotnica, h kateri prihajajo moški iz okolice (Prežihov) \n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dobrótnica
"dóktorček -čka m (ọ́) iron. manjšalnica od doktor: doktorčki vsakovrstnih ved \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dóktorček
"dolína -e ž (í) \n1. nižji, navadno podolgovat svet med hribi ali v gričevnati pokrajini: dolina leži, se odpira, oži, razprostira, širi; priti iz doline; spuščati se v dolino; speljati cesto po dolini; vas stoji v dolini; dolga, globoka, ozka dolina; rečna dolina; rodovitna dolina; dolina Save; prebivalci dolin / Poljanska dolina / iron. Preveč je namreč hlapcev in tlačanov, preveč jih je v dolini šentflorjanski! (I. Cankar) \n● star. prišel je čez hribe in doline od daleč; žarg. kdaj gremo v dolino z gore, s hriba; star. potika se po hribih in dolinah vsepovsod; bibl. dolina Jozafat kraj, kjer bo Kristus sodil ljudem; ekspr. ta svet je solzna dolina kraj trpljenja, težav; star. pozdrav čez hribe in doline daleč, v oddaljen kraj\n♦ alp. alpska dolina; geogr. (kraška) dolina podolgovat ali okroglast udrt svet na krasu; vrtača; ledeniška dolina ki jo je izoblikoval ledenik; dno doline del doline, preden se ta začne dvigati v pobočje\n2. vbokli del vala: doline in grebeni valov\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dolína
"domàč -áča -e prid. (ȁ á) \n1. nanašajoč se na dom 1:\na) domači in sosedovi otroci; domača hiša; živel je v težkih domačih razmerah; biti pri kom kakor domač / domače ime ime domačije, ki ga uporablja bližnja okolica; domači praznik praznik v okviru družine; dan, ko se pri hiši zakolje prašič\nb) domač pridelek; domača hrana, klobasa; domače vino / domača zdravila doma pripravljena zdravila, navadno iz zdravilnih rastlin, zelišč\nc) domača nega bolnikov; krava domače reje; domača vzgoja; domača zabava; domača dela, opravila / domača obrt na tradiciji sloneče obrtno delo kmečkega prebivalstva kot stranska zaposlitev; čevlji domačega dela ročnega\nč) kmetje so lahko sekali le za domače potrebe; pridelujejo za domačo rabo in še jim ostane za prodajo / domača halja halja za nošenje doma, v stanovanju; domača lekarna omarica z najnujnejšimi zdravili\n2. nanašajoč se na ožjo ali širšo domovino: domači fantje; domači film; rad sem v domačem kraju; domači in tuji tekmovalci; nisem domač v tem kraju; domača industrija; domače novice; domača občina / slabš. domači izdajalec med narodnoosvobodilnim bojem okupatorjev sodelavec; domači jezik jezik lastne jezikovne skupnosti; domači kapital; domači turizem turizem, ki ne vključuje tujih, inozemskih turistov; domače tržišče tržišče znotraj države\n // ki je po izvoru od tam, kjer živi: priseljenci in domači prebivalci / domača rastlina\n3. ki živi, raste ob človeku, pod njegovim nadzorstvom: divje in domače živali\n4. krotek, nenapadalen: nikar se ne bojte, pes je čisto domač\n5. navadno v povedni rabi ki ne kaže strahu v občevanju z ljudmi: že čez nekaj dni je postal domač; drugič je bila z njim čisto domača / gostje so se napravili domače\n // ki vzbuja občutek ugodja: majhen prostor je bolj domač kot velik\n● ekspr. že dolgo ni prestopil domačega praga ni bil doma; iron. domači prijatelj ženin ljubimec; kar vstopi, nič nas ne motiš, saj si domač do tebe imamo skoraj tak odnos kot do člana družine; vrnil se je pod domačo streho domov; pesn. domače ognjišče dom, družina; ekspr. stopiti spet na domača tla vrniti se v domovino\n♦ ekon. domače delo pod vodstvom podjetja organizirana proizvodnja za trg v zasebnih stanovanjih; etn. domače platno platno, ki je ročno tkano iz ročno predene preje; gastr. domači prijatelj trdo, na rezine razrezano pecivo z orehi in rozinami; obrt. domači kruh z moko potresen in v pletenih košaricah vzhajan pekovski kruh; šol. domači učitelj nekdaj učitelj, ki poučuje otroke bogatejših staršev na njihovem domu; domača naloga pismene obveznosti učencev, ki jih morajo opraviti doma; domače ali obvezno čtivo literarna dela, ki jih morajo učenci prebrati doma\ndomáče prisl.: prav domače se je vedla; po domače povedati preprosto, ne zapleteno; v domačem jeziku; biti po domače sprejet / Janez Kotar, po domače Maček\n● ekspr. tista proslava je bila — po domače rečeno — krokarija povedano brez olepšavanja; iron. v tovarni je šlo vse preveč po domače ni bilo prave delovne discipline in odgovornosti\ndomáči -a -e sam.: vsi domači so mu pomrli člani družine; prinesi merico domačega! doma pridelanega vina; pog. navija za domače domače tekmovalce\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",domàč
"dopetáča -e ž (á) ekspr., rabi se samostojno ali kot prilastek oblačilo, ki sega do pet: ogrnjen je bil v dolgo črno dopetačo; srajca, suknja dopetača; hlače dopetače; iron. oblekel je meniško dopetačo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dopetáča
"doprvák -a m (á) knjiž., iron. prvi za prvakom, poglavarjem: prvaki in doprvaki imajo vso oblast / Bleiweisovi doprvaki \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",doprvák
"drágec -gca m (ȃ) ekspr. drag, ljubljen človek: to je moj dragec / kot nagovor sedi k meni, dragec / iron. ej, dragec, tako pa ne bo šlo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",drágec
"drágica1 -e ž (ȃ) ekspr. draga, ljubljena ženska: naša dragica je zbolela / kot nagovor pojdi z menoj, dragica / iron. motiš se, dragica \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",drágica
"dúh -á m, im., tož. dv. tudi duhá (ȗ) \n1. razumsko-spoznavna stran človeka: njegov duh je ostal jasen; oblikovati duha človeka; stremljenje duha k lepoti; zadovoljiti potrebe duha; sposobnost duha; knjiž. moj duh bedi nad njim / dela človeškega duha najvišje, izvirno ustvarjalne sposobnosti; velikani duha / enoličnost ubija duha miselno dejavnost; bogastvo človekovega duha mišljenja, čustvovanja; lepa je in polna duha bistroumnosti, domiselnosti\n // s prilastkom miselne, značajske značilnosti: je bistrega, upornega duha; manjka mu kritičnega duha\n // s prilastkom nadarjenost, sposobnost: narava mu ni dala umetniškega duha; ima preroškega duha; je brez trgovskega duha\n2. s prilastkom človek, zlasti glede na njegove miselne in značajske značilnosti: slovi kot izrazit analitičen duh; takšno stališče zastopajo naši najnaprednejši duhovi; nemiren, velik duh / spada med največje duhove dvajsetega stoletja mislece, razumnike; klasična filozofija je dolgo obvladovala evropske duhove\n // mn., publ. ljudje, zlasti glede na določene nazore, ideje: glede tega se duhovi razhajajo; novica je razburila duhove / ločitev duhov razcepitev v nazorsko različne skupine\n3. splošne miselne, nazorske značilnosti: duh časa se spreminja; nasprotovati duhu časopisa; spoznati duha modernega človeka / napreden duh knjige; patriarhalni duh meščanstva / biti vzgojen v svobodoljubnem duhu miselnosti, nazorih; biti Slovenec po rodu in duhu / vsi so istega duha; vznes. bil mu je brat po duhu in po srcu\n // resnična, prava vsebina: pačiti načela in duha gibanja; takšni zaključki so tuji duhu razprave; to ustreza le črki, ne pa duhu zakona / postopati v duhu predpisov smislu\n4. navadno s prilastkom splošno psihično razpoloženje: zanimalo ga je, kakšen duh vlada med delavstvom, v deželi; tekmovalni duh je zajel šolo / knjiž., z oslabljenim pomenom: med množicami se je širil duh nezadovoljstva nezadovoljstvo; vanj je stopil duh zavisti / odnosi med državama se razvijajo v prijateljskem duhu vzdušju, atmosferi; publ. posvetovanje je potekalo v duhu medsebojnega razumevanja / vnašati v poslovanje dobičkarski duh stremljenje, težnje\n5. v različnih mitologijah in religijah bitje netvarne narave: verjeti v duhove; dobri in zli duhovi; gozdni, vodni duhovi; odšel je tiho kakor duh / v krščanstvu: Bog je duh; hudobni duh hudič; nebeški duhovi angeli\n6. v različnih religijah nematerialno, neumrljivo bistvo človeka; duša: duh je zapustil telo / prikazal se mu je duh rajnega; ekspr. ali si ti ali je tvoj duh\n7. v idealističnih filozofijah nematerialno počelo vsega, kar je: duh in materija; bitnost duha\n● knjiž. njegov duh ni klonil ostal je pogumen; duh se mu je omračil duševno je zbolel; bibl. duh je sicer voljan, ali meso je slabo človek si prizadeva za dobro, toda njegove slabe lastnosti ga pri tem ovirajo; dvigniti duha vojakom jih opogumiti; biti v duhu pri kom z mislimi, ne dejansko; samo sedel je pri njih, z duhom pa je bil odsoten mislil je na druge stvari; brati kaj s pravim duhom namenom, razumevanjem; ekspr. on je njegov zli duh kvarno vpliva nanj; star. bolan na duhu slaboumen, omejen; iron. ubog na duhu nedomiseln, naiven; knjiž. braniti resnico z orožjem duha s prepričljivim, bistrim dokazovanjem; ura duhov po ljudskem verovanju čas od polnoči do ene, v katerem se vračajo duhovi rajnih; ekspr. zakladi duha kar je ustvaril človeški razum\n♦ filoz. absolutni duh po Heglu zadnja, dokončna stopnja razvoja duha iz njega samega; svetovni duh po Heglu počelo in urejevalec zgodovine; rel. sv. Duh tretja božja oseba\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",dúh
"eskuláp -a m (ȃ) knjiž., nav. iron. zdravnik: bil je prepuščen na milost in nemilost temu eskulapu; podeželski eskulap \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",eskuláp
"fantástičen -čna -o prid., fantástičnejši (á) \n1. nanašajoč se na fantastiko; domišljijski, sanjarski: to so nerealni in fantastični načrti; fantastičen privid; fantastičen svet; skrivnostna bitja so si zamišljali v najbolj fantastičnih podobah / otrok ljubi fantastične opise / fantastični film\n2. ekspr. ki se pojavlja v visoki stopnji, čudovit: fantastičen razmah znanosti; ima fantastičen spomin / vozili so s fantastično hitrostjo / iron. v sobi je bil fantastičen nered\n // nenavadno, izredno lep: fantastična arija; ima fantastično stanovanje\nfantástično prisl.: živila so se fantastično podražila; to je fantastično daleč / v povedni rabi na izletu je bilo fantastično; sam.: v njegovi skladbi je nekaj fantastičnega\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",fantástičen
"fín -a -o prid., finéjši (ȋ) \n1. ki se vede v skladu z družabnimi pravili in se izbrano oblači: opraviti ima s samimi finimi ljudmi; vstopila je fina dama / preveč je fin, da bi to rekel rahločuten, obziren\n // fino govorjenje, vedenje / iron. fine metode\n // nav. ekspr. ki je iz višjih slojev družbe: fina družina; išče samo fino družbo\n2. pog., s širokim pomenskim obsegom ki je višje, bolj izbrane vrste; boljši, izbran: kadi le fine cigarete; pripravila je same fine jedi; fina blaga; fino pecivo / kuha zelo fino kavo okusno; pri njih dobite res fino sadje dobro, kvalitetno\n // fin vonj / kakšen fin zrak je tukaj čist, svež; fina kombinacija barv zelo ustrezna, lepa; to je res fina šala duhovita, domiselna\n3. lepo, nežno oblikovan: ima fin obraz; fine roke / fine linije; fina pisava / fina dlaka; fina polt gladka, mehka\n // zelo natančno, podrobno izdelan: fini izdelki domače obrti; fina risba / fina izdelava / fina mehanika finomehanika; fino brušenje brušenje, pri katerem dobi predmet dokončno velikost in obliko ter gladko površino\n // zelo občutljiv, izostren: s finim ženskim čutom je vse prav hitro uganila / fina ironija\n4. zelo droben, zelo tanek: fini prašni delci; fini kamenčki; fina vlakenca / fin pesek; fina moka\n♦ grad. fini omet omet iz drobnega peska, s katerim se navadno zaključuje obdelava stene\nfíno \n1. prislov od fin: fino se oblačiti, vesti; fino oblikovane ustnice; fino zmlet pesek\n2. pog. izraža visoko stopnjo, intenzivnost: fino se je udaril / fino so se zabavali\n3. pog., v medmetni rabi izraža navdušeno pritrjevanje: fino, vsi smo za ta predlog\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",fín
"fírerček -čka m (í) iron. firer: tudi firerček se včasih moti, je dostavil \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",fírerček
"folklóra -e ž (ọ̑) \n1. ljudska duhovna kultura: snov za literarna dela črpa iz folklore; glasbena, obredna folklora; slovenska folklora; gojenje folklore; zanimanje za domačo folkloro / iron. zmerjata se z izbrano, sočno folkloro s psovkami, vzdevki\n2. redko folkloristika\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",folklóra
"ganljív -a -o prid. (ī í) ki povzroča ganjenost: to je ganljiv dokaz ljubezni; do solz ganljiv prizor; ganljiva povest\nganljívo prisl.: ganljivo jokati / ekspr. delal se je naravnost ganljivo nevednega zelo, močno; iron. lepe oči in vitka postava sta za igralsko umetnost ganljivo premalo veliko, dosti\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.",ganljív
