New column,New column (1)
premladíti,"premladíti -ím dov., premládil; premlajèn (ī í) zastar. preroditi, prenoviti: te ideje so premladile gibanje; premladiti svet / vidno se je premladil pomladil\n● zastar. premladiti svoj način pesnjenja posodobiti, modernizirati \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
premókel,"premókel -ôkla -o [əu̯] prid. (ọ́ ó) zastar. popolnoma moker, premočen: premokli zidovi / premokla zemlja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
premolčáti,"premolčáti -ím [u̯č] dov., premólči; premólčal (á í) \n1. molče prebiti, preživeti: cele dneve premolči / vso pot do doma sta premolčala\n2. knjiž. ne odgovoriti, ne reagirati na kaj: vprašanje je premolčal; ne bi bilo prav, če bi to kar premolčali\n● knjiž. pisatelj je vsa medvojna leta premolčal ni ničesar objavil; zastar. premolčal je svoje ime zamolčal\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prenaréja,"prenaréja -e ž (ẹ̑) zastar. sprememba, predrugačenje: prenareja človekovih predstav / prenareja denarja, listine ponareditev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prenéh,"prenéh -a m (ẹ̑) zastar. prenehanje: preneh krčev / deževalo je brez preneha neprenehoma \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preobíl,"preobíl -a -o [iu̯ in il] prid. (ȋ ī) zastar. preobilen: preobil dež; preobilo plačilo\npreobílo prisl.: preobilo zajtrkovati\n● knjiž. izgovarjal se je, da ima preobilo dela preveč\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preobrníti,"preobrníti in preobŕniti -em dov. (ī ŕ) raba peša \n1. obrniti: preobrnil je ranjenca, ki je ležal na cesti; preobrnil se je v postelji / preobrniti zaboj in sesti nanj / preobrniti žepe\n2. narediti, da dobi kaj drugačen pomen, drugačno vsebino: preobrniti smisel izjave / tega dejstva ni mogoče preobrniti; preobrniti svoje navade spremeniti\n● pog. preobrnila je vso hišo, pa ga ni našla preiskala; zastar. mačka je preobrnila skledo mleka prevrnila; pog. vse stanovanje mi je preobrnil vse je razmetal, spravil v nered\npreobrníti se in preobŕniti se navadno s prislovnim določilom izraža prehod v novo stanje, dogajanje, kot ga nakazuje določilo; obrniti se: položaj se je preobrnil nam v škodo; nekoč se bo preobrnilo na bolje / razmere so se popolnoma preobrnile\n● zastar. preobrnil se je v treznega človeka spreobrnil\npreobŕnjen -a -o: preobrnjeni procesi; sedeti na preobrnjeni posodi; preobrnjena dejstva\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preparandíja,"preparandíja -e ž (ȋ) zastar. učiteljišče: hoditi v preparandijo; poučeval je na preparandiji\n♦ šol. preparandija nekdaj razred, tečaj za učence z nezadostno izobrazbo, namenjen pripravi za vstop na učiteljišče, pripravnica \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preparandíst,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n preparandíst -a m (ȋ) zastar. učiteljiščnik: preparandisti so se morali učiti igrati na orgle \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preparandístka,"preparandístka -e ž (ȋ) zastar. učiteljiščnica: srečanje preparandistk; preparandisti in preparandistke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preparándka,"preparándka -e ž (ā) zastar. učiteljiščnica: sin je bil gimnazijec, hči pa preparandka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepást,"prepást -i ž (ȃ) zastar. \n1. propad: prepast Egipčanov\n2. groza, prestrašenost: napadalcev se je polotila prepast; od prepasti je komaj govoril\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepásti,"prepásti -pádem dov., stil. prepàl prepála (á ā) star. propasti: v nekaj letih je kmetija prepadla / njegova igra je klavrno prepadla\n● nar. zadnje čase je zelo prepadla shujšala, upadla; zastar. prepadla ga je groza prevzela, obšla; zastar. kriki, ropot, vse to ga je prepadlo zelo prestrašilo\nprepásti se zgroziti se, prestrašiti se, osupniti: nemalo so se prepadli, ko so to slišali; v duši se je ves prepadel\nprepádel -dla -o: mož s sivimi lasmi in prepadlim obrazom; prepadli so strmeli drug v drugega; prepadlo kraljestvo\nprepàl -ála -o: prepal človek\nprepáden -a -o: prepaden glas, pogled; prepadeni obrazi čakajočih; prepaden je strmel vanj; po prečuti noči so bili prepadeni in bledi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepekán,"prepekán -a -o [pək] prid. (á) zastar. zvit, prebrisan: lisica je prepekana tatica \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepévati,"prepévati -am nedov. (ẹ́) \n1. večkrat, dalj časa peti: fantje so zvečer dolgo prepevali; glasno, veselo prepevati; žvižgati in prepevati; prepeva kot slavček zelo lepo\n // dekle ves dan prepeva od sreče; prepevati si za razvedrilo\n // preh. večkrat, dalj časa izražati, posredovati določeno besedilo s petjem: te pesmi so prepevali pred pohodi; prepevati popevke; prepevati otroku uspavanke\n2. ekspr. glasbeno se izražati z glasom; peti: prepevala je ob spremljavi klavirja\n3. večkrat, dalj časa oglašati se z določenimi, za posamezno vrsto (ptic, žuželk) značilnimi glasovi: kos prepeva; murni prepevajo\n● ekspr. njegova duša prepeva od sreče zelo je srečen, vesel; ekspr. v teh krajih pogosto prepeva rdeči petelin so pogosto požari; ekspr. v borih prepeva veter bori šumijo zaradi vetra; ekspr. prepevaj ti to svoji ženi govori, pripoveduj; zastar. prepevati domačo deželo opevati; ekspr. spet mu prepeva slavo zelo ga slavi; pog. dvajset let je prepeval v domačem zboru bil član domačega zbora\nprepeváje: prepevaje se bližati; veselo prepevaje je hitel domov\nprepevajóč -a -e: prepevajoč korakati; skupina prepevajočih izletnikov; glasno prepevajoče deklice\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepiráč,"prepiráč -a m (á) zastar. prepirljivec: nikoli ni bil prepirač in sitnež \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preplúti,"preplúti -plôvem in -plújem dov., tudi preplovíte (ú ó, ú) \n1. s plutjem priti z enega konca česa na drugega: prepluti ocean, zaliv / prepluli so že pol poti / ekspr. kragulj je preplul poljano preletel\n2. s plutjem prepotovati: razdaljo so prepluli v treh dneh\n● zastar. njeno srce je preplula žalost prevzela, navdala\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepóna,"prepóna -e ž (ọ̑) \n1. anat. mišična pregrada med prsno in trebušno votlino: prepona se širi in krči / trebušna prepona\n♦ med. dihati s prepono tako, da se širi in krči trebušna prepona\n2. zastar. zavesa: razdeliti sobo s prepono / pokriti pohištvo s preponami pregrinjali\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepóren,"prepóren -rna -o prid. (ọ́ ọ̄) zastar. sporen: sedanja meja je preporna / preporen spis \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepovédati,"prepovédati -povém dov. (ẹ́) povedati, sporočiti, da se kaj ne sme narediti, delati: prepovedal jim je govoriti o teh stvareh; gostilničar jim je prepovedal kartanje; s pogledom, z roko komu kaj prepovedati; strogo prepovedati / zdravnik mu je prepovedal težko delo / prepovedali so mu cigarete / zastar. prepovedal jim je svojo hišo vstop vanjo\n // povedati, sporočiti to, navadno z grožnjo kazni: prepovedati nadurno delo; občinski organi so prepovedali točiti alkoholne pijače pred sedmo uro zjutraj; z odločbo, zakonom prepovedati; pismeno, ustno prepovedati / pod kaznijo prepovedati\n // povedati, sporočiti, navadno z grožnjo kazni\na) da se kaj zaradi določenih lastnosti, razlogov ne sme, ne more brati, gledati, širiti: prepovedati film, knjigo, nauk\nb) da kaj ne sme več obstajati: prepovedati kako društvo, organizacijo / časopis je nekaj časa izhajal, nato so ga prepovedali\nprepovédan -a -o: parkirati na prepovedanem mestu; po veljavnih predpisih je to prepovedano / kot opozorilo: nezaposlenim vstop prepovedan; kaditi prepovedano\n● loviti v prepovedanem času v času, ko se po predpisih o lovu določene živali ne smejo loviti, streljati; prepovedani sad je najslajši človek najrajši dela, česar ne sme; star. sad prepovedane ljubezni nezakonski otrok; ta beseda, oblika je prepovedana ni v skladu z določenim slovničnim pravilom in se šteje za napako; sam.: ali sem storil kaj prepovedanega\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepoznáti,"prepoznáti -znám dov. (á ȃ) \n1. ugotoviti, da je kdo isti, kot se misli: čeprav je bil maskiran, so ga prepoznali; prepoznati ponesrečenca, utopljenca / že pri prvih zvokih je prepoznal napev; takoj je prepoznala njegovo pisavo\n // pri ponovnem srečanju ugotoviti, da je kdo isti, kot se misli: svojega nekdanjega učenca je takoj prepoznal; tako se je spremenil, da ga ni prepoznala; pogledal se je v ogledalo in se komaj prepoznal / prepoznati po glasu, po hoji\n2. ugotoviti: prepoznali so njegovo bolezen; hitro je prepoznal fantovo nadarjenost\n● zastar. prepoznala in zaljubila sta se v vlaku spoznala, seznanila\nprepoznán -a -o: prepoznan mrlič; razveselil se je prepoznanega sošolca\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepríčanost,"prepríčanost -i ž (ȋ) stanje prepričanega človeka: za tako odločitev je bila potrebna globoka, trdna prepričanost; prepričanost koga o čem; prepričanost, da je tako prav / govoril je s tako prepričanostjo, da so mu verjeli\n● zastar. imeti tako prepričanost prepričanje \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepríčati,"prepríčati -am dov. (ī ȋ) doseči, da ima kdo povedano, mišljeno glede na logiko, izkustvo upravičeno za resnično, pravilno: prepričal jih je o njeni krivdi, o potrebnosti česa; ni ga prepričal, da bo vojne kmalu konec / prepričati koga o pravilnosti, resničnosti česa / ta dokaz ga je prepričal, da se je motil\n● pog. prepričaj ga, da bo šel z nami pregovori\n // publ. vzbuditi pozitiven odnos: predstava me ni prepričala / ta roman niti umetniško niti idejno ne prepriča nima ustreznih umetniških in idejnih kvalitet\nprepríčati se spoznati pozitiven ali negativen odnos med povedanim, mišljenim in resničnostjo tako, da se o resničnosti, pravilnosti spoznanega ne dvomi: prepričal se je o njihovi poštenosti, zastar. njihove poštenosti; prepričaj se, ali je cesta prazna; ekspr. na svoje oči sem se prepričal, da je to res\nprepríčan -a -o \n1. deležnik od prepričati: že na pol prepričani ljudje so spet začeli dvomiti; prepričan je bil, da bo sprejet; biti prepričan o zmagi, neustalj. v zmago; popolnoma, trdno, ekspr. sveto prepričan\n2. ki vsebuje, izraža prepričanost o čem: videl je njegov prepričani pogled\n3. ki ima svoj nazor, idejo brez dvomov, pomislekov za najbolj pravilen, ustrezen resničnosti: postati prepričan komunist\n● knjiž. biti prepričan vase imeti zaupanje vase, biti samozavesten; pog. nisem prepričan, če bom šel na izlet ne vem gotovo, nisem se še odločil; ekspr. bodite prepričani, da se bom potrudil poudarja gotovost izpolnitve, uresničitve povedanega; prisl.: res je, je prepričano dodal\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepróga,"prepróga -e ž (ọ̄) \n1. navadno večji tekstilni izdelek, zlasti za pokrivanje tal: iztepati, pogrniti preprogo; tkati preproge; hoditi po preprogi; mehka, pisana preproga; izdelovanje preprog / bosenska preproga; molilna preproga v muslimanskem okolju preproga, na kateri se opravljajo molitve; predposteljna, stenska preproga\n2. ekspr., s prilastkom skupek česa na gosto nahajajočega se, razprostirajočega se na večji površini: skrbeti za cvetne, zelene preproge po parkih; hoditi po preprogah smrekovih iglic; preproge narcis po pobočju; preproga zvezd / asfaltne preproge je bilo nenadoma konec asfaltne plasti (na cesti); travnik je postal ena sama pisana preproga ploskev\n● leteča preproga v pravljicah preproga, ki človeka po zraku hitro prenese drugam; zastar. namizna preproga namizni prt, namizno pregrinjalo\n♦ tekst. lepljene, vozlane preproge; orientalska preproga ročno izdelana večbarvna vozlana preproga, po izvoru iz osrednje in jugozahodne Azije; perzijska preproga orientalska gosto vozlana preproga z drobnimi raznobarvnimi vzorci; pirotska preproga tkana preproga z geometričnimi vzorci; las preproge; voj. bombardirati v preprogi bombardirati iz več letal istočasno, da padajo bombe nagosto druga za drugo v več pasovih\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepròst,"prepròst -ôsta -o prid., preprôstejši (ȍ ó) \n1. ki ne zahteva višjih miselnih postopkov, posebnega znanja: križanka je preprosta; ta naloga je preprostejša kot prejšnja / rešitev je preprosta, vendar se je ni nihče spomnil / postopek pridobivanja te snovi je preprost; preprosto, vendar utrujajoče delo / on zna povedati tudi najbolj zapletene stvari na preprost način preprosto\n // ki je iz navadnih, pogostih sestavin, tako da za razumevanje ne zahteva višjih miselnih postopkov: že zna delati preproste stavke; pesem, zgodba je preprosta, pa lepa\n2. s širokim pomenskim obsegom ki ima v odnosu do stvari svoje vrste samo osnovne, splošne lastnosti, značilnosti: že preprost računalnik nadomešča nekaj ljudi / opazovati kaj s preprosto lečo navadno; ta priprava je preprosta / njegov grob je preprost, vendar skrbno negovan; nositi preproste obleke; preprosta večerja; meniško, vojaško preprosta soba zelo preprosta\n // poslati komu samo preprosto dopisnico / opazovati preprosto kmečko življenje\n3. splošno znan, razumljiv: opisuje preproste stvari: rožo, piščalko, vrč / treba je preprostih besed, kakor so kruh, ljubezen\n4. ekspr. ki zaradi skladnosti z zakoni logike ne potrebuje razlage, utemeljitve: tega nisem naredil iz preprostega razloga: ker nisem vedel; to dejstvo je preprosta posledica onega\n5. ki se vede, govori naravno, neizumetničeno in s svojimi potrebami, zahtevami ne povzroča skrbi, težav: ta zdravnik je preprost, domač človek; biti prijazen in preprost / uživati lepoto s preprosto, čisto dušo\n6. ki je brez višje izobrazbe, višje kulture: preprosti bralci bodo knjigo radi brali; preprosto, pa zelo bistro kmečko dekle / revija ni bila namenjena preprostemu ljudstvu, ampak izobražencem\n7. zastar. lahkoveren, naiven: bil je tako preprost, da je vse verjel\n // neroden, neuglajen: zdel se ji je preprost in dolgočasen, zato ga je zapustila / posmehovati se preprostemu vedenju koga\n● v tem delu mesta so živeli preprosti ljudje ljudje brez pomembnega družbenega položaja in brez velikega premoženja; ekspr. bodi jedrnat in preprost govori, razlagaj preprosto; ekspr. to nam pove že preprosta pamet tega ni težko razumeti, spoznati; star. še zmeraj je preproste vere lahkoveren, naiven; zastar. preprosta ženska, premisli, kaj govoriš nespametna, neumna; ekspr. ta domneva je preveč preprosta nekritična, naivna; ekspr. preprost na duhu nedomiseln, naiven\npreprôsto \n1. prislov od preprost: govoriti, pisati, razložiti preprosto, vsakomur razumljivo; to si pa zelo preprosto predstavljate; preprosto, domače se vesti; živeti preprosto; biti preprosto oblečen; preprosto povedano: umrl je; iron. čemu preprosto, če lahko zapleteno\n● njega pregovoriti ne bo preprosto lahko\n2. ekspr. poudarja trditev: o tem preprosto ni govorila; to preprosto pozabi kar; tega preprosto ne morem verjeti nikakor\n // kdor tega ne vidi, je preprosto bedak\n // poudarja, da izraženega glagolskega dejanja ne spremlja nobeno drugo dejanje: karkoli slišiš, pojdi preprosto naprej; tega ni mogoče uresničiti preprosto s tem, da se govori, govori\npreprôsti -a -o sam.: to bodo razumeli tudi najbolj preprosti; brati kaj preprostega\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prepustíti,"prepustíti -ím dov., prepústil (ī í) \n1. dati komu pravico, možnost, da dobi kaj, do česar ima določeno pravico osebek: prepustiti hišo sinu; prepustiti komu sobo za dva meseca / kralj je moral prepustiti prestol sinu / prepustiti besedo drugemu diskutantu / prepustiti v last, uporabo\n♦ jur. prepustiti komu uporabo, uživanje česa\n2. dopustiti, da dobi, ima kdo drug to, kar izraža samostalnik: prepustiti svoje dekle drugemu; prepustiti funkcijo drugemu; tekač je moral prepustiti prvo mesto boljšemu tekmovalcu / prepustiti pobudo, vodstvo tekmecu / redko prepustiti komu tekmo brez boja predati\n3. narediti, da se mora, more namesto osebka kdo drug ukvarjati s kom: prepustil je goste ženi, sam pa odšel na sestanek\n // z glagolskim samostalnikom narediti, da mora, more namesto osebka kdo drug narediti, opravljati kako delo: prepustiti nego bolne matere sestri / prepustil je ženi, da gospodari na kmetiji, sam pa odšel v tujino / prepustiti otroka v varstvo sosedi\n4. z glagolskim samostalnikom dati komu drugemu možnost, da naredi, opravlja kako dejanje: prepustiti odločitev bratu; prepustiti sodbo bralcu / prepusti stvar meni, pa bo kmalu opravljena / zakon je prepustil določitev višine prispevka občinam\n5. dopustiti, da kaj drugega odloča o čem, vpliva na kaj: tako pomembne stvari ne smemo prepustiti naključju, dobri volji koga / to vprašanje moramo prepustiti zgodovini\n6. ne narediti ničesar\na) da bi se spremenil določen položaj, oviralo določeno dejanje: prijel jo je za roko in ona mu jo je prepustila / ekspr. spet mu je prepustila svoje ustnice\nb) da bi se spremenilo stanje, delovanje koga: prepustiti koga revščini / prepustiti koga počasnemu umiranju / prepustiti koga njegovim mislim\n7. star. predreti: prepustiti gnojno bulo; žulj se je prepustil\n● ekspr. skrb za to kar meni prepusti za to bom (po)skrbel jaz; ekspr. delam prav ali narobe, to kar meni prepusti o tem ne sodi; ekspr. prepustiti kaj pozabljenju pozabiti kaj; ekspr. prepustiti koga samemu sebi, usodi ne poskrbeti zanj, ne pomagati mu\nprepustíti se \n1. ne narediti ničesar, s čimer bi se nasprotovalo, upiralo\na) določenemu dejanju koga: prepustila se je njegovemu objemu / čutil je, da se mu je plesalka popolnoma prepustila / ekspr. prepustiti se skrbnim rokam bolniške sestre\nb) določenemu delovanju česa: dvignil je veslo in se prepustil toku, valovom; ekspr. legel je na obalo in se prepustil soncu začel uživati v sončenju, začel se sončiti\n // prepustiti se splošnemu navdušenju\n // dopustiti, da nastopi odnos popolne odvisnosti: prepustiti se strastem / prepustil se je mamilom\n2. ekspr., z oslabljenim pomenom izraža nastop\na) stanja osebka, kot ga določa samostalnik: prepustiti se obupu, žalosti\nb) navadno z glagolskim samostalnikom intenzivne dejavnosti osebka, kot jo določa samostalnik: prepustiti se sanjarjenju / prepustil se je veselim mislim\nprepustívši zastar.: prepustivši konja hlapcu, je odšel v grad\nprepuščèn -êna -o: biti prepuščen sam sebi; obnoviti za majhno odškodnino prepuščeno skladišče\n● ekspr. biti na milost in nemilost prepuščen komu postati, biti od koga popolnoma odvisen\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preračún,"preračún -a m (ȗ) \n1. glagolnik od preračunati: končati preračun / preračun rezultatov na normalne razmere / zmotiti se pri preračunu dinarjev v lire\n● zastar. to dejanje ni posledica preudarka ali celo preračuna preračunljivosti\n2. rezultat računanja: preračun kaže, da je ta način gradnje najcenejši\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preračúniti,"preračúniti -im dov. (ū ȗ) zastar. preračunati: vse je natančno preračunil / preračunil je, da je bolje, če to stvar opusti\npreračúnjen -a -o: preračunjena vrednost; vse je imel preračunjeno\n● zastar. sosed je zelo preračunjen preračunljiv\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preračúnjenost,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n preračúnjenost -i ž (ȗ) zastar. preračunanost: preračunjenost dejanja\n● zastar. to je storil iz preračunjenosti preračunljivosti \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prerêči,"prerêči -rêčem dov., prerêci prerecíte; prerékel prerêkla (é) ekspr., z dajalnikom reči, izreči očitke, psovke: kaj vse je prerekla sosedi; vse sem mu prerekel, kar mi je prišlo na misel zelo sem ga ozmerjal, oštel\n● star. kar stori, mu prerečejo negativno ocenijo; zastar. slab človek je, ki danes prereče, kar je včeraj rekel prekliče, zanika \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prerékati,"prerékati -am nedov. (ẹ̑) \n1. jur. zanikovati, ne priznavati: toženec prereka obdolžitev; prerekati nasprotnikove trditve; prerekati tožbeni zahtevek\n2. zastar. oporekati, ugovarjati: sosed mu prereka / prerekati izvirnosti dela\nprerékati se medsebojno izražati nesoglasje z izjavami, mnenjem drugega, navadno ne preveč ostro: spet se prerekata; prerekajo se za nepomembne reči / včeraj se je prerekala z možem zaradi denarja\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preróčba,"preróčba -e ž (ọ̑) zastar. prerokba: bil je prepričan, da se bo ta preročba uresničila \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prerúšiti,"prerúšiti -im, in prerušíti in prerúšiti -im dov. (ú ȗ; ī ú) zastar. pretrgati, prekiniti: prerušiti molk; krik je prerušil tišino / govor so prerušili z navdušenim ploskanjem\nprerúšen -a -o: prerušen molk; razvoj je bil s tem prerušen\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
presíla,"presíla -e ž (í) zastar. \n1. premoč: narodnostni odpor proti presili nemščine\n2. z rodilnikom prevelika količina, množina: presila tvoje žalosti kaže nespamet\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
presíliti,"presíliti -im dov. (í ȋ) knjiž. preobremeniti, preutruditi: presiliti koga z delom; presiliti živino; presiliti se z oranjem\npresíljen -a -o \n1. deležnik od presiliti: presiljena žival\n2. zastar. prenapet, pretiran: presiljen gib / presiljene podobe v pesmi; presiljeno odpovedovanje\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preskočíti,"preskočíti -skóčim dov. (ī ọ̑) \n1. s skokom priti čez kaj: preskočiti jarek, lužo, ograjo, več stopnic / konj je preskočil oje / ali boš preskočil to daljavo, višino; pren. umetnik je preskočil svoj čas\n2. s skokom priti na drugo mesto: preskočiti s čolna na breg / preskočiti z noge na nogo / iskra je preskočila na zaveso; ogenj je preskočil na sosednjo streho; pren. bolezen je iz Azije preskočila v Evropo; misli so ji preskočile od moža na otroke\n3. nav. ekspr., s predlogom spremeniti, menjati predmet dela, delovanja: opazil je njeno zadrego in preskočil na manj kočljiv problem; ker ni hotela govoriti o tem, je brž preskočila na druge reči / pil je vino, kasneje pa preskočil na žganje je začel piti žganje\n4. nav. ekspr. ne upoštevati koga, ki bi glede na vrstni red moral biti upoštevan: omenila je vse, nikogar ni preskočila; pri branju seznama me je preskočil / pri nagrajevanju so ga preskočili / preskočil je dve strani in bral naprej; v pripovedovanju je znane stvari preskočil; uvod bralec lahko preskoči\n● skakalec je preskočil druge za nekaj metrov skočil nekaj metrov dalj kot drugi; ekspr. pri napredovanju ga je preskočil mlajši tovariš je napredoval prej kot on; ekspr. ta država je iz 19. stoletja preskočila v novi čas se je zelo hitro razvila; ekspr. preskočil je v nasprotni politični tabor prestopil; ekspr. preskočil je z očmi na drugega učenca pogledal je drugega učenca\n♦ šah. skakač je preskočil figuro; šol. preskočiti razred napredovati v šoli naenkrat za dva razreda; šport. preskočiti konja, kozo\npreskočíti se knjiž. s skokom se premakniti: v suhi travi se je preskočila kobilica\npreskočívši zastar.: planil je iz hiše, preskočivši tri stopnice\npreskóčen -a -o: preskočene strani\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preskrbéti,"preskrbéti -ím dov. (ẹ́ í) \n1. biti uspešen v prizadevanju priti do česa: preskrbeti cvetje; preskrbeti komu delo, zaposlitev; vsem je preskrbel prenočišče; preskrbeti, kar je treba; preskrbeti si dovoljenje, vstopnice; preskrbeti si sadje za zimo / preskrbi nam vodnika; preskrbel si je človeka za spremstvo\n2. narediti, da kdo dobi, kar potrebuje; oskrbeti: preskrbeti koga z denarjem; preskrbeti se za pot s hrano\n3. narediti, da se kdo sam preživlja, vzdržuje: otroke je že preskrbel / star. preskrbeti hčer dati, oddati v zakon\n● publ. prevod romana je preskrbel znani prevajalec roman je prevedel; zastar. ko je bil ranjen, so ga v lazaretu dobro preskrbeli oskrbeli; zastar. dobro si preskrbel zame poskrbel\npreskrbljèn -êna -o: vsi njegovi otroci so preskrbljeni; biti za zimo dobro preskrbljen s premogom; ambulanta je preskrbljena z zdravili; za razvedrilo gostov je preskrbljeno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preskúšnja,"preskúšnja -e ž (ȗ) zastar. izpit: preskušnjo je naredil z odliko / stroge odvetniške preskušnje; sprejemna preskušnja; prim. preizkušnja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
preslávljati,"preslávljati -am nedov. (á) zastar. slaviti, poveličevati: njihov spev ga časti in preslavlja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prestájati,"prestájati1 -am nedov. (ā) \n1. biti deležen česa neprijetnega, slabega: lakoto, mraz, hude napore — vse to so prestajali na poti do cilja / organizacija je v tistih letih prestajala težko krizo / gripo prestaja navadno kar stoje preboleva\n♦ jur. (zaporno) kazen prestaja že dva meseca\n2. s prislovnim določilom med trajanjem česa neprijetnega, slabega ostajati v stanju, kot ga nakazuje določilo: kako ste prestajali dolgo vožnjo; dobro prestajati vročino prenašati; zaradi mraza niso mogli več prestajati v lopi; težko prestajam pri tem človeku\n3. zastar. prenehovati: prestajati biti pijan / vedno znova mu prestaja srce\n● prestajal je udarce, ne da bi stokal prenašal; pog. tukaj ni več za prestajati ni mogoče več biti; je zelo hudo; noge me bolijo, da komaj prestajam zelo me bolijo\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
prestáti,"prestáti -stánem dov. (á ȃ) \n1. biti kdaj deležen česa neprijetnega, slabega: veliko hudega je že prestal; zaradi njih smo prestali ta strah, te težave / ekspr. pokrit je bil s klobukom, ki je prestal že mnogo vetra in dežja\n♦ jur. (zaporno) kazen je moral v celoti prestati\n // prenehati biti deležen česa neprijetnega, slabega: prestali smo eno nevarnost, pa smo se znašli v še hujši; ta strah sem že prestal, zdaj se ne bojim več / še zmeraj je slaboten, saj je komaj dobro prestal tifus prebolel\n // kazen bo prestal čez dva meseca prebil\n2. ostati živ do konca trajanja česa: bolnik operacije ni prestal; prestati vojno; ekspr. mislil sem, da ne bom prestal tega tedna, toliko dela je bilo / te izgube ne bom prestal prenesel\n // trdnjava je prestala tudi drugi naskok po drugem naskoku ostala nezavzeta\n // ilegalna tiskarna je okupacijo prestala se je obdržala do konca okupacije\n // s prislovnim določilom po prenehanju česa neprijetnega, slabega ostati v stanju, kot ga nakazuje določilo: kako ste prestali potovanje po razburkanem morju; rože so dobro prestale zimo\n3. priti do konca trajanja kake dejavnosti: ko prestanete poskusno dobo, se bomo odločili / uspešno prestati izpit, testiranje opraviti\n4. (pre)nehati: veter je prestal nenadoma, kakor se je pojavil; zastar.: prestati govoriti; prestati z delom / za nekaj časa so prestali; prestati in nadaljevati\n● zastar. vozili smo se dolgo, a gozdovi ob cesti niso prestali se niso končali; evfem. on je že prestal, nas pa še čaka umrl; novo orožje je dobro prestalo preizkušnjo ob preizkušnji pokazalo, da je dobro; nova vlada v parlamentu ni prestala preizkušnje glasovanje se zanjo ni končalo dobro; ekspr. nista mogla prestati drug brez drugega zdržati; brez teh malenkosti bi lahko prestal jih ne bi pogrešal; nihče ne ve, koliko sem prestala pretrpela\nprestán -a -o: oddahniti se po prestanih naporih; plačilo za prestane bolečine; prestane bolezni; najtežje je prestano; prim. prestali\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
